Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
278,Andrea Belotti,ITA,FW,Roma,Serie A,28,1993,12.7,404,7,34,164,210,52,403,33,7,21.2,18,54.5,226,1235,452,21,14,11,34,15,322,94,Matches
279,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,31.7,2062,62,454,1253,366,11,2062,22,16,72.7,6,27.3,1239,6158,2685,27,45,4,26,17,1354,33,Matches
280,Eliesse Ben Seghir,FRA,"FW,MF",Monaco,Ligue 1,17,2005,11.7,583,2,38,284,272,40,583,36,14,38.9,14,38.9,459,2968,1211,31,28,8,39,22,440,93,Matches
281,Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,0.0,4,0,0,2,2,0,4,0,0,0.0,0,0.0,3,13,6,0,0,0,1,2,3,0,Matches
282,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,23.5,799,0,22,325,458,151,793,51,23,45.1,25,49.0,610,3251,1304,48,32,26,35,32,599,198,Matches
283,Marco Benassi,ITA,DF,Fiorentina,Serie A,27,1994,1.0,112,1,25,64,24,3,112,1,0,0.0,0,0.0,81,284,120,0,4,0,1,1,85,6,Matches
284,Marco Benassi,ITA,MF,Cremonese,Serie A,27,1994,11.1,461,20,109,221,136,17,461,9,8,88.9,0,0.0,225,1193,439,10,14,0,12,10,224,30,Matches
285,Iker Benito,ESP,"FW,MF",Osasuna,La Liga,19,2002,2.0,66,4,19,24,26,3,66,9,3,33.3,5,55.6,34,371,245,9,6,2,3,2,35,15,Matches
286,Ismaël Bennacer,ALG,MF,Milan,Serie A,24,1997,22.3,1666,30,300,1023,369,10,1666,49,27,55.1,13,26.5,985,5133,2012,30,30,4,42,23,1097,52,Matches
287,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,26,1995,23.0,1091,16,131,399,583,94,1087,123,51,41.5,56,45.5,699,5281,2705,109,54,44,53,42,800,237,Matches
288,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,27.6,1885,138,685,870,345,54,1883,32,12,37.5,16,50.0,940,4235,2012,40,24,11,35,18,1061,98,Matches
289,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,27.7,2186,70,511,1366,358,15,2184,111,63,56.8,31,27.9,1628,9116,4191,46,62,6,45,37,1471,28,Matches
290,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,16.7,1071,52,295,612,175,19,1071,34,21,61.8,11,32.4,581,3001,1444,26,14,1,22,17,732,19,Matches
291,Daniel Bentley,ENG,GK,Wolves,Premier League,29,1993,2.0,87,83,87,0,0,0,87,0,0,0.0,0,0.0,29,193,133,0,0,0,0,0,34,0,Matches
292,Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,22.6,1284,7,56,457,776,175,1276,44,20,45.5,22,50.0,796,3734,1900,72,43,31,32,28,1092,157,Matches
293,Domenico Berardi,ITA,FW,Sassuolo,Serie A,27,1994,20.7,1179,17,102,463,628,111,1171,50,22,44.0,20,40.0,766,3818,1586,57,29,31,60,23,905,213,Matches
294,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,32,1990,26.7,1865,92,478,899,506,24,1865,30,12,40.0,15,50.0,966,4831,2537,59,45,3,22,14,1047,95,Matches
295,Álex Berenguer,ESP,FW,Athletic Club,La Liga,27,1995,25.5,1298,22,135,390,794,117,1298,85,37,43.5,44,51.8,716,4451,2024,73,54,35,63,39,848,249,Matches
296,Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,30,1992,13.3,759,48,255,317,198,13,759,15,4,26.7,11,73.3,329,1643,860,20,16,1,12,5,354,40,Matches
297,Bartosz Bereszyński,POL,DF,Napoli,Serie A,30,1992,1.8,124,6,33,60,32,1,124,3,1,33.3,2,66.7,61,342,173,8,7,0,1,1,66,7,Matches
298,Patrick Berg,NOR,"MF,FW",Lens,Ligue 1,24,1997,0.3,23,0,5,15,3,0,23,1,0,0.0,1,100.0,17,83,29,0,0,0,1,0,16,4,Matches
299,Mitchell van Bergen,NED,"FW,DF",Reims,Ligue 1,22,1999,10.1,437,10,57,158,239,37,437,38,14,36.8,23,60.5,314,2931,1489,51,44,15,24,11,275,89,Matches
300,Mergim Berisha,GER,FW,Augsburg,Bundesliga,24,1998,18.7,551,23,55,184,322,81,547,31,5,16.1,20,64.5,263,1276,480,20,15,11,42,27,324,99,Matches
301,Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7.0,473,32,152,242,82,2,473,4,1,25.0,1,25.0,324,1567,722,4,15,0,2,1,290,14,Matches
302,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,27.0,742,619,739,3,0,0,742,0,0,0.0,0,0.0,446,2140,1346,0,0,0,0,0,247,0,Matches
303,Juan Bernat,ESP,"DF,MF",Paris S-G,Ligue 1,29,1993,18.3,1170,43,286,543,348,64,1170,40,21,52.5,17,42.5,912,4433,1916,24,21,14,7,9,849,143,Matches
304,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,19,2002,9.9,607,33,234,255,123,4,607,15,7,46.7,5,33.3,278,1494,714,17,8,0,10,10,302,24,Matches
305,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32,1990,0.3,20,0,1,13,6,0,20,0,0,0.0,0,0.0,16,69,20,0,0,0,0,0,17,2,Matches
306,Marco Bertini,ITA,MF,Lazio,Serie A,19,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
307,Beto,GNB,FW,Udinese,Serie A,24,1998,23.7,652,34,49,274,336,130,651,76,32,42.1,40,52.6,364,1825,594,25,15,14,114,43,475,121,Matches
308,Owen Bevan,WAL,DF,Bournemouth,Premier League,18,2003,0.1,3,0,3,0,0,0,3,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0,Matches
309,Matteo Bianchetti,ITA,DF,Cremonese,Serie A,29,1993,23.7,1169,188,692,447,37,13,1169,3,2,66.7,1,33.3,552,2612,1377,6,2,0,6,3,586,4,Matches
310,Alessandro Bianco,ITA,MF,Fiorentina,Serie A,19,2002,1.7,91,2,18,59,14,1,91,2,0,0.0,0,0.0,49,240,144,4,1,0,2,5,68,2,Matches
311,Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,0.2,25,2,19,5,1,0,25,0,0,0.0,0,0.0,10,76,61,2,1,0,0,0,13,1,Matches
312,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,32,1990,2.9,137,32,76,43,18,4,137,0,0,0.0,0,0.0,59,207,91,0,2,0,2,0,62,3,Matches
313,Pedro Bigas,ESP,DF,Elche,La Liga,31,1990,22.4,1302,174,681,569,63,19,1302,8,5,62.5,3,37.5,722,3899,2273,19,13,0,13,4,766,3,Matches
314,Jaka Bijol,SVN,DF,Udinese,Serie A,23,1999,30.3,1729,296,1068,612,53,40,1729,5,2,40.0,3,60.0,972,4732,2415,3,7,2,10,4,1032,7,Matches
315,El Bilal Touré,MLI,FW,Almería,La Liga,20,2001,14.0,407,26,46,196,172,53,407,17,6,35.3,9,52.9,201,1136,519,18,16,9,44,9,261,51,Matches
316,El Bilal Touré,MLI,FW,Reims,Ligue 1,20,2001,1.0,29,1,3,13,13,3,29,2,1,50.0,1,50.0,13,61,15,0,0,0,1,2,17,1,Matches
317,Philip Billing,DEN,"MF,FW",Bournemouth,Premier League,26,1996,30.7,1410,76,334,666,428,71,1410,47,26,55.3,15,31.9,727,3695,1690,37,31,6,42,35,900,101,Matches
318,Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,28,1993,0.3,35,4,10,24,1,0,35,0,0,0.0,0,0.0,29,158,56,0,0,0,0,0,26,0,Matches
319,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,29,1992,28.3,2213,72,534,904,793,26,2212,20,7,35.0,9,45.0,1011,4803,2798,69,51,10,16,6,1214,113,Matches
320,Samuele Birindelli,ITA,DF,Monza,Serie A,23,1999,15.6,957,51,277,372,321,30,957,20,11,55.0,8,40.0,509,3234,1645,55,35,7,24,15,606,121,Matches
321,Veljko Birmančević,SRB,"FW,MF",Toulouse,Ligue 1,24,1998,4.9,240,7,37,90,116,21,240,22,5,22.7,12,54.5,182,1095,521,21,13,11,13,3,169,50,Matches
322,Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,17,2005,3.5,182,2,35,77,74,8,182,9,1,11.1,6,66.7,101,431,178,8,11,2,10,6,105,12,Matches
