Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
824,Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,2.7,0,8,0,0.0,2.99,0.0,0.0,0.0,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
825,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,1,8,3,37.5,0.74,0.28,0.13,0.33,21.2,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
826,Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0,0,0,2.0,2.0,0.16,0.0,0.0,Matches
827,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,0.7,0,1,1,100.0,1.48,1.48,0.0,0.0,35.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
828,Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
829,Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,9.9,0,24,5,20.8,2.43,0.51,0.0,0.0,21.1,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
830,Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,0,19,4,21.1,0.99,0.21,0.0,0.0,14.4,0,0,0,2.9,2.9,0.16,-2.9,-2.9,Matches
831,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,3,34,12,35.3,2.65,0.94,0.09,0.25,14.8,0,0,0,3.7,3.7,0.11,-0.7,-0.7,Matches
832,Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
833,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,0,10,4,40.0,2.11,0.85,0.0,0.0,13.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
834,Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
835,Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,0,2,0,0.0,1.05,0.0,0.0,0.0,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
836,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches
837,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,6,32,10,31.3,1.77,0.55,0.16,0.5,17.7,1,1,1,4.0,3.3,0.1,2.0,1.7,Matches
838,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
839,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,0,8,0,0.0,0.5,0.0,0.0,0.0,21.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
840,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,3,18,9,50.0,0.57,0.29,0.17,0.33,10.5,0,0,0,2.6,2.6,0.14,0.4,0.4,Matches
841,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,0,19,1,5.3,0.54,0.03,0.0,0.0,14.7,1,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
842,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,1,36,10,27.8,1.49,0.42,0.03,0.1,15.8,0,0,0,3.5,3.5,0.1,-2.5,-2.5,Matches
843,Adri Embarba,ESP,"FW,MF",Almería,La Liga,30,1992,16.4,4,47,19,40.4,2.87,1.16,0.06,0.16,23.9,13,1,1,3.8,3.1,0.06,0.2,-0.1,Matches
844,Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,0.4,0,2,0,0.0,5.14,0.0,0.0,0.0,29.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
845,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,12,40,20,50.0,1.94,0.97,0.3,0.6,10.9,0,0,1,8.5,7.6,0.19,3.5,4.4,Matches
846,Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,2,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0,0,0,1.7,1.7,0.1,0.3,0.3,Matches
847,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,0,8.1,8.1,0.14,-0.1,-0.1,Matches
848,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0,0,0,3.8,3.8,0.09,1.2,1.2,Matches
849,Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,0,17,2,11.8,1.06,0.12,0.0,0.0,26.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
850,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,5.0,5.0,0.13,-4.0,-4.0,Matches
851,Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,0,4,0,0.0,0.15,0.0,0.0,0.0,8.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
852,Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
853,Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,6.2,0,6,1,16.7,0.97,0.16,0.0,0.0,17.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
854,Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,12.5,4,14,6,42.9,1.12,0.48,0.29,0.67,12.5,0,0,0,3.5,3.5,0.25,0.5,0.5,Matches
855,Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,1,27,7,25.9,1.69,0.44,0.04,0.14,23.4,3,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
856,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,0,20,1,5.0,0.58,0.03,0.0,0.0,28.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
857,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,1,11,5,45.5,0.81,0.37,0.09,0.2,10.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
858,Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,1,14,2,14.3,1.3,0.19,0.07,0.5,28.5,11,0,0,0.7,0.7,0.05,0.3,0.3,Matches
859,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,0,6,0,0.0,0.33,0.0,0.0,0.0,9.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
860,Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,1,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
861,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,0,1,1,100.0,0.09,0.09,0.0,0.0,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
862,Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,2,19,7,36.8,1.47,0.54,0.11,0.29,24.7,2,0,0,0.9,0.9,0.05,1.1,1.1,Matches
863,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09,2.7,2.5,Matches
864,Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
865,Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,0,5,2,40.0,0.88,0.35,0.0,0.0,14.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
866,Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,4,40,16,40.0,2.39,0.96,0.1,0.25,19.1,2,0,0,2.7,2.7,0.07,1.3,1.3,Matches
867,Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
868,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,0,18,4,22.2,0.61,0.13,0.0,0.0,22.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
869,Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,0,3,2,66.7,1.21,0.8,0.0,0.0,13.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
870,Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,1,11,3,27.3,0.76,0.21,0.09,0.33,18.3,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
871,Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31.0,1,13,3,23.1,0.42,0.1,0.08,0.33,11.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
872,Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
873,Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12,1.5,1.5,Matches
874,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
875,Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,24,1998,13.8,5,25,14,56.0,1.81,1.01,0.2,0.36,17.0,0,0,0,2.7,2.7,0.11,2.3,2.3,Matches
876,Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,3.3,0,5,2,40.0,1.5,0.6,0.0,0.0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
877,Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,2,20,4,20.0,2.92,0.58,0.05,0.25,16.2,0,1,1,2.9,2.1,0.1,-0.9,-1.1,Matches
878,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
879,Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19.0,0,9,0,0.0,0.47,0.0,0.0,0.0,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
880,Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
881,Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
882,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,2,20,5,25.0,1.21,0.3,0.1,0.4,18.6,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
883,Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,7,61,18,29.5,3.94,1.16,0.11,0.39,15.0,3,0,0,9.1,9.1,0.16,-2.1,-2.1,Matches
884,Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8.0,0,8,3,37.5,1.0,0.38,0.0,0.0,21.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
885,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
886,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,1,11,2,18.2,0.92,0.17,0.09,0.5,10.7,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
887,Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,0,14,1,7.1,1.53,0.11,0.0,0.0,20.5,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
888,Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,0,1,0,0.0,0.24,0.0,0.0,0.0,3.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches
889,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6,Matches
890,Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,0,13,1,7.7,0.83,0.06,0.0,0.0,9.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
891,Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,0,1,0,0.0,0.46,0.0,0.0,0.0,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
892,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,0,3,1,33.3,0.15,0.05,0.0,0.0,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
893,João Félix,POR,"FW,MF",Chelsea,Premier League,22,1999,10.5,4,46,16,34.8,4.4,1.53,0.09,0.25,18.0,3,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches
894,João Félix,POR,"FW,MF",Atlético Madrid,La Liga,22,1999,7.2,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1,0,0,2.8,2.8,0.11,1.2,1.2,Matches
895,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,0,4,1,25.0,0.25,0.06,0.0,0.0,9.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
896,Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,0,2,0,0.0,0.16,0.0,0.0,0.0,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
897,Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,6,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0,0,0,5.3,5.3,0.15,0.7,0.7,Matches
898,Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,7,43,18,41.9,1.67,0.7,0.16,0.39,15.5,0,0,0,4.7,4.7,0.11,2.3,2.3,Matches
899,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,9.3,7.7,0.09,-1.3,-1.7,Matches
900,Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,0,15,3,20.0,0.55,0.11,0.0,0.0,25.0,4,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
901,Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
902,Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,17.5,3,16,8,50.0,0.91,0.46,0.13,0.25,12.9,0,1,1,2.7,1.9,0.12,0.3,0.1,Matches
903,Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
904,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7.0,1,21,5,23.8,3.0,0.71,0.05,0.2,13.1,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
905,Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,0,20,3,15.0,1.16,0.17,0.0,0.0,25.7,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
906,Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
907,Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24.0,1,10,1,10.0,0.42,0.04,0.1,1.0,13.5,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
908,Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,10.7,0,7,0,0.0,0.65,0.0,0.0,0.0,16.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
909,Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
910,Fernando,BRA,"MF,DF",Sevilla,La Liga,35,1987,17.5,0,6,0,0.0,0.34,0.0,0.0,0.0,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
911,Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,9.6,0,5,0,0.0,0.52,0.0,0.0,0.0,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
912,Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
913,Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
914,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,1,14,2,14.3,0.46,0.07,0.07,0.5,24.1,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
915,Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19.0,3,13,2,15.4,0.68,0.11,0.15,1.0,15.6,0,1,1,2.3,1.5,0.11,0.7,0.5,Matches
916,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,0,1,0,0.0,1.91,0.0,0.0,0.0,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
917,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
918,Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,11,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0,0,0,5.5,5.5,0.14,5.5,5.5,Matches
919,Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,1,2,1,50.0,0.13,0.07,0.5,1.0,12.2,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
920,Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,0,3,1,33.3,0.54,0.18,0.0,0.0,19.8,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
921,Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
922,Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
923,Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,22.0,4,53,20,37.7,2.41,0.91,0.08,0.2,24.1,9,0,0,3.9,3.9,0.07,0.1,0.1,Matches
924,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,0,5,1,20.0,2.22,0.44,0.0,0.0,16.2,1,0,0,0.8,0.8,0.15,-0.8,-0.8,Matches
925,Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,11,46,22,47.8,2.25,1.07,0.24,0.5,15.3,1,0,0,5.9,5.9,0.13,5.1,5.1,Matches
926,Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,7,82,22,26.8,2.4,0.64,0.07,0.27,19.9,0,1,2,9.3,7.7,0.09,-2.3,-1.7,Matches
927,Wesley Fofana,FRA,DF,Leicester City,Premier League,21,2000,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
928,Wesley Fofana,FRA,DF,Chelsea,Premier League,21,2000,13.1,1,6,2,33.3,0.46,0.15,0.17,0.5,11.4,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
929,Yahia Fofana,CIV,GK,Angers,Ligue 1,21,2000,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
930,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,2,42,10,23.8,1.22,0.29,0.05,0.2,22.9,1,0,0,2.8,2.8,0.07,-0.8,-0.8,Matches
931,Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22.0,0,2,1,50.0,0.09,0.05,0.0,0.0,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
932,José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,1,14,2,14.3,0.49,0.07,0.07,0.5,12.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
933,Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,26,1996,16.7,3,27,7,25.9,1.62,0.42,0.11,0.43,22.6,0,0,0,2.2,2.2,0.08,0.8,0.8,Matches
934,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,30,1991,16.5,6,21,9,42.9,1.28,0.55,0.19,0.44,18.1,1,2,2,4.9,3.3,0.16,1.1,0.7,Matches
935,Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,0.0,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
936,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
937,Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,14.5,3,17,6,35.3,1.17,0.41,0.18,0.5,20.2,2,0,0,1.4,1.4,0.08,1.6,1.6,Matches
938,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
939,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,2.1,0,3,2,66.7,1.41,0.94,0.0,0.0,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
940,Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,19.3,0,3,0,0.0,0.16,0.0,0.0,0.0,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
941,Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,21.8,1,14,4,28.6,0.64,0.18,0.07,0.25,13.7,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
942,Raphael Framberger,GER,"DF,FW",Augsburg,Bundesliga,26,1995,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
943,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
944,Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,2.5,0,2,2,100.0,0.79,0.79,0.0,0.0,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
945,Przemysław Frankowski,POL,"DF,MF",Lens,Ligue 1,27,1995,31.5,5,28,6,21.4,0.89,0.19,0.07,0.33,22.1,2,3,3,4.2,1.8,0.06,0.8,0.2,Matches
946,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,3.5,0,6,1,16.7,1.73,0.29,0.0,0.0,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
947,Davide Frattesi,ITA,MF,Sassuolo,Serie A,22,1999,31.9,7,64,24,37.5,2.0,0.75,0.11,0.29,13.9,0,0,0,7.8,7.8,0.12,-0.8,-0.8,Matches
948,Oscar Fraulo,DEN,"FW,MF",M'Gladbach,Bundesliga,18,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
949,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,13.9,2,26,5,19.2,1.87,0.36,0.08,0.4,19.5,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
950,Ryan Fredericks,ENG,DF,Bournemouth,Premier League,29,1992,5.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
951,Iván Fresneda,ESP,DF,Valladolid,La Liga,17,2004,19.4,0,4,0,0.0,0.21,0.0,0.0,0.0,17.8,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
952,Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,24.0,0,8,1,12.5,0.33,0.04,0.0,0.0,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
953,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,9.6,0,27,9,33.3,2.8,0.93,0.0,0.0,15.8,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
954,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,28.8,0,6,1,16.7,0.21,0.03,0.0,0.0,20.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
955,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,13.9,1,9,4,44.4,0.65,0.29,0.11,0.25,12.9,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
956,Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,21,2000,30.1,8,38,19,50.0,1.26,0.63,0.21,0.42,11.9,0,0,0,7.6,7.6,0.2,0.4,0.4,Matches
957,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,24,1998,20.9,5,43,13,30.2,2.05,0.62,0.09,0.31,18.5,0,1,1,3.6,2.9,0.07,1.4,1.1,Matches
958,Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,25,1996,9.5,1,12,8,66.7,1.26,0.84,0.08,0.13,15.7,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
959,Angelo Fulgini,FRA,MF,Mainz 05,Bundesliga,25,1996,5.8,0,8,4,50.0,1.37,0.69,0.0,0.0,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
960,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,29,1993,27.5,16,74,32,43.2,2.69,1.16,0.15,0.34,16.0,0,5,5,12.8,8.6,0.12,3.2,2.4,Matches
961,Matteo Gabbia,ITA,DF,Milan,Serie A,22,1999,6.8,0,1,0,0.0,0.15,0.0,0.0,0.0,19.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
