Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
962,Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,Serie A,30,1991,26.2,7,72,28,38.9,2.75,1.07,0.1,0.25,19.3,6,0,0,7.4,7.4,0.1,-0.4,-0.4,Matches
963,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,0.8,1,7,5,71.4,8.29,5.92,0.14,0.2,18.3,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches
964,Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,8.7,0,16,2,12.5,1.84,0.23,0.0,0.0,16.1,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
965,Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,8.1,2,24,8,33.3,2.98,0.99,0.08,0.25,16.8,0,0,0,2.5,2.5,0.1,-0.5,-0.5,Matches
966,Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,23,1999,16.2,7,39,12,30.8,2.41,0.74,0.18,0.58,14.8,0,0,0,6.2,6.2,0.16,0.8,0.8,Matches
967,Javi Galán,ESP,DF,Celta Vigo,La Liga,27,1994,35.1,0,13,1,7.7,0.37,0.03,0.0,0.0,22.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
968,Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,28,1993,27.2,0,10,2,20.0,0.37,0.07,0.0,0.0,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
969,Pablo Galdames Millán,CHI,MF,Cremonese,Serie A,25,1996,8.2,1,7,4,57.1,0.86,0.49,0.14,0.25,23.3,1,0,0,0.3,0.3,0.05,0.7,0.7,Matches
970,Conor Gallagher,ENG,MF,Chelsea,Premier League,22,2000,18.0,3,28,11,39.3,1.55,0.61,0.11,0.27,17.9,0,0,0,2.5,2.5,0.09,0.5,0.5,Matches
971,Antonino Gallo,ITA,DF,Lecce,Serie A,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.0,0.0,25.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
972,Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,29.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
973,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,16.4,0,8,1,12.5,0.49,0.06,0.0,0.0,29.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
974,Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,23.3,10,44,22,50.0,1.89,0.94,0.2,0.41,13.0,0,1,2,8.0,6.3,0.14,2.0,2.7,Matches
975,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,32,1989,28.6,0,15,6,40.0,0.52,0.21,0.0,0.0,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
976,Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,23,1999,16.9,5,33,14,42.4,1.95,0.83,0.15,0.36,13.0,0,0,0,3.7,3.7,0.11,1.3,1.3,Matches
977,Ignatius Ganago,CMR,FW,Lens,Ligue 1,23,1999,0.7,0,1,0,0.0,1.53,0.0,0.0,0.0,23.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
978,Silvère Ganvoula M'Boussy,CGO,"FW,MF",Bochum,Bundesliga,26,1996,2.7,0,9,3,33.3,3.28,1.09,0.0,0.0,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
979,Aleix García,ESP,MF,Girona,La Liga,25,1997,26.0,1,32,14,43.8,1.23,0.54,0.03,0.07,23.2,4,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
980,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,29,1992,31.9,5,52,21,40.4,1.63,0.66,0.1,0.24,17.7,0,0,0,3.6,3.6,0.07,1.4,1.4,Matches
981,Borja García,ESP,"MF,FW",Girona,La Liga,31,1990,7.5,1,8,3,37.5,1.06,0.4,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
982,Carlos García,ESP,DF,Cádiz,La Liga,22,2000,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
983,Dani García,ESP,MF,Athletic Club,La Liga,32,1990,16.5,0,9,0,0.0,0.55,0.0,0.0,0.0,18.2,0,0,0,1.4,1.4,0.16,-1.4,-1.4,Matches
984,David García,ESP,DF,Osasuna,La Liga,28,1994,29.8,2,15,3,20.0,0.5,0.1,0.13,0.67,10.2,0,0,0,0.7,0.7,0.05,1.3,1.3,Matches
985,Eric García,ESP,"DF,MF",Barcelona,La Liga,21,2001,15.7,1,7,1,14.3,0.44,0.06,0.14,1.0,12.9,0,0,0,1.6,1.6,0.22,-0.6,-0.6,Matches
986,Fran Garcia,ESP,DF,Rayo Vallecano,La Liga,22,1999,37.9,2,30,11,36.7,0.79,0.29,0.07,0.18,27.9,0,0,0,1.2,1.2,0.04,0.8,0.8,Matches
987,Joan García,ESP,GK,Espanyol,La Liga,21,2001,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
988,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,36,1986,10.7,2,52,14,26.9,4.84,1.3,0.04,0.14,14.6,0,0,0,5.2,5.2,0.1,-3.2,-3.2,Matches
989,Rubén García,ESP,"FW,MF",Osasuna,La Liga,29,1993,12.9,2,20,4,20.0,1.55,0.31,0.1,0.5,19.1,1,0,0,1.8,1.8,0.09,0.2,0.2,Matches
990,Unai García,ESP,DF,Osasuna,La Liga,30,1992,19.0,0,5,2,40.0,0.26,0.11,0.0,0.0,12.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
991,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,Premier League,18,2004,6.3,3,24,9,37.5,3.8,1.42,0.13,0.33,16.3,0,0,0,3.0,3.0,0.13,0.0,0.0,Matches
992,James Garner,ENG,"MF,DF",Everton,Premier League,21,2001,8.9,0,9,3,33.3,1.01,0.34,0.0,0.0,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
993,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
994,Aleix Garrido,ESP,FW,Barcelona,La Liga,18,2004,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
995,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,0.4,0,2,0,0.0,5.0,0.0,0.0,0.0,10.7,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
996,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,28.9,4,19,9,47.4,0.66,0.31,0.21,0.44,24.8,1,0,0,1.2,1.2,0.06,2.8,2.8,Matches
997,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.0,0.0,15.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
998,Gavi,ESP,"MF,FW",Barcelona,La Liga,17,2004,28.1,2,28,8,28.6,1.0,0.28,0.07,0.25,16.6,0,0,0,3.2,3.2,0.11,-1.2,-1.2,Matches
999,Paulo Gazzaniga,ARG,GK,Girona,La Liga,30,1992,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1000,David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1001,Dario Gebuhr,GER,DF,Eint Frankfurt,Bundesliga,19,2003,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1002,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,21.7,1,5,3,60.0,0.23,0.14,0.2,0.33,24.7,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
1003,Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,2.4,0,10,2,20.0,4.25,0.85,0.0,0.0,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
1004,Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,34.5,0,10,0,0.0,0.29,0.0,0.0,0.0,22.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
1005,Denis Genreau,AUS,MF,Toulouse,Ligue 1,23,1999,7.3,0,7,2,28.6,0.96,0.27,0.0,0.0,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
1006,Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,20.7,6,27,13,48.1,1.3,0.63,0.22,0.46,12.0,0,0,0,5.7,5.7,0.21,0.3,0.3,Matches
1007,Valère Germain,FRA,"FW,MF",Montpellier,Ligue 1,32,1990,7.6,2,19,6,31.6,2.49,0.78,0.11,0.33,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Matches
1008,Gerson,BRA,MF,Marseille,Ligue 1,25,1997,4.6,2,9,6,66.7,1.94,1.29,0.22,0.33,15.8,0,0,0,0.8,0.8,0.09,1.2,1.2,Matches
1009,Ismaël Gharbi,ESP,"MF,FW",Paris S-G,Ligue 1,18,2004,0.6,0,3,1,33.3,4.66,1.55,0.0,0.0,21.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1010,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,25,1997,7.9,1,7,2,28.6,0.89,0.25,0.14,0.5,17.0,0,0,0,0.8,0.8,0.12,0.2,0.2,Matches
1011,Saman Ghoddos,IRN,"MF,FW",Brentford,Premier League,28,1993,1.5,0,1,1,100.0,0.65,0.65,0.0,0.0,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
1012,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,31,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,0.0,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1013,Morgan Gibbs-White,ENG,"FW,MF",Wolves,Premier League,22,2000,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches
1014,Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,22,2000,33.0,5,57,19,33.3,1.73,0.58,0.05,0.16,20.0,3,2,2,6.0,4.4,0.08,-1.0,-1.4,Matches
1015,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,14.5,0,20,3,15.0,1.38,0.21,0.0,0.0,20.2,2,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1016,Samuel Gigot,FRA,DF,Marseille,Ligue 1,28,1993,20.9,2,12,3,25.0,0.57,0.14,0.17,0.67,8.0,0,0,0,2.6,2.6,0.21,-0.6,-0.6,Matches
1017,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1018,Bryan Gil,ESP,"MF,FW",Tottenham,Premier League,21,2001,1.6,0,2,1,50.0,1.22,0.61,0.0,0.0,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1019,Bryan Gil,ESP,"FW,DF",Sevilla,La Liga,21,2001,10.2,2,17,4,23.5,1.67,0.39,0.12,0.5,13.7,0,0,0,2.9,2.9,0.17,-0.9,-0.9,Matches
1020,David Gil,ESP,GK,Cádiz,La Liga,28,1994,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1021,Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,28.4,0,11,2,18.2,0.39,0.07,0.0,0.0,18.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1022,Mario Gila,ESP,DF,Lazio,Serie A,21,2000,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1023,Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,5.6,0,6,1,16.7,1.07,0.18,0.0,0.0,20.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1024,Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1025,Gvidas Gineitis,LTU,MF,Torino,Serie A,18,2004,1.5,0,1,0,0.0,0.66,0.0,0.0,0.0,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1026,Matthias Ginter,GER,DF,Freiburg,Bundesliga,28,1994,34.0,4,21,11,52.4,0.62,0.32,0.19,0.36,11.1,0,0,0,1.9,1.9,0.09,2.1,2.1,Matches
1027,Andrei Girotto,BRA,"DF,MF",Nantes,Ligue 1,30,1992,35.0,1,27,6,22.2,0.77,0.17,0.04,0.17,17.2,2,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
1028,Olivier Giroud,FRA,FW,Milan,Serie A,35,1986,23.8,13,77,29,37.7,3.24,1.22,0.13,0.34,12.7,6,3,3,12.7,10.4,0.14,0.3,-0.4,Matches
1029,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,27,1995,21.6,14,81,40,49.4,3.76,1.85,0.16,0.33,15.5,1,1,1,11.2,10.4,0.13,2.8,2.6,Matches
1030,Degnand Gnonto,ITA,"FW,MF",Leeds United,Premier League,18,2003,15.0,2,22,8,36.4,1.46,0.53,0.09,0.25,17.4,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
1031,Ben Godfrey,ENG,DF,Everton,Premier League,24,1998,8.9,0,6,0,0.0,0.67,0.0,0.0,0.0,13.1,0,0,0,1.2,1.2,0.21,-1.2,-1.2,Matches
1032,Pierluigi Gollini,ITA,GK,Fiorentina,Serie A,27,1995,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1033,Pierluigi Gollini,ITA,GK,Napoli,Serie A,27,1995,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1034,Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,26,1996,27.4,8,49,25,51.0,1.79,0.91,0.16,0.32,19.0,2,0,0,5.3,5.3,0.11,2.7,2.7,Matches
1035,André Gomes,POR,MF,Lille,Ligue 1,29,1993,18.1,3,18,5,27.8,0.99,0.28,0.17,0.6,21.2,0,0,0,1.1,1.1,0.06,1.9,1.9,Matches
1036,Angel Gomes,ENG,MF,Lille,Ligue 1,21,2000,31.3,2,55,17,30.9,1.76,0.54,0.02,0.06,23.2,4,1,1,4.6,3.8,0.07,-2.6,-2.8,Matches
1037,João Gomes,BRA,MF,Wolves,Premier League,21,2001,7.3,1,4,2,50.0,0.55,0.28,0.25,0.5,20.7,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
1038,Toti Gomes,POR,DF,Wolves,Premier League,23,1999,10.9,1,5,2,40.0,0.46,0.18,0.2,0.5,9.9,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
1039,Dani Gómez,ESP,"MF,FW",Espanyol,La Liga,24,1998,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1040,Joe Gomez,ENG,DF,Liverpool,Premier League,25,1997,16.3,0,6,2,33.3,0.37,0.12,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1041,Maxi Gómez,URU,FW,Valencia,La Liga,25,1996,1.2,0,3,0,0.0,2.5,0.0,0.0,0.0,18.9,1,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1042,Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,28,1994,27.3,3,19,9,47.4,0.7,0.33,0.16,0.33,21.0,0,0,0,1.6,1.6,0.08,1.4,1.4,Matches
1043,Papu Gómez,ARG,"FW,MF",Sevilla,La Liga,34,1988,11.8,1,22,7,31.8,1.86,0.59,0.05,0.14,21.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1044,Sergi Gómez,ESP,DF,Espanyol,La Liga,30,1992,26.0,0,9,4,44.4,0.35,0.15,0.0,0.0,12.8,0,0,0,0.9,0.9,0.1,-0.9,-0.9,Matches
1045,Sergio Gómez,ESP,"DF,MF",Manchester City,Premier League,21,2000,3.9,0,7,0,0.0,1.81,0.0,0.0,0.0,22.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1046,Antonio Gomis,ESP,GK,Atlético Madrid,La Liga,19,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1047,Maxime Gonalons,FRA,MF,Clermont Foot,Ligue 1,33,1989,16.1,1,6,2,33.3,0.37,0.12,0.17,0.5,22.6,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
1048,Diego González,ESP,DF,Elche,La Liga,27,1995,10.6,0,6,0,0.0,0.56,0.0,0.0,0.0,12.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
1049,Édgar González,ESP,DF,Betis,La Liga,25,1997,19.7,0,9,3,33.3,0.46,0.15,0.0,0.0,9.7,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches
1050,Giovanni González,URU,DF,Mallorca,La Liga,27,1994,10.3,0,4,0,0.0,0.39,0.0,0.0,0.0,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1051,Joan Gonzàlez,ESP,MF,Lecce,Serie A,20,2002,24.4,1,17,4,23.5,0.7,0.16,0.06,0.25,16.4,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
1052,Nicolás González,ARG,"FW,MF",Fiorentina,Serie A,24,1998,15.0,6,58,17,29.3,3.86,1.13,0.07,0.24,17.4,1,2,2,6.7,5.4,0.09,-0.7,-1.4,Matches
1053,Nicolás González,ESP,MF,Valencia,La Liga,20,2002,15.6,1,14,3,21.4,0.9,0.19,0.07,0.33,15.2,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
1054,Oumar Gonzalez,CMR,DF,Ajaccio,Ligue 1,24,1998,28.6,0,11,3,27.3,0.38,0.1,0.0,0.0,11.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
1055,Roberto González,ESP,"FW,MF",Betis,La Liga,21,2001,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1056,Jacek Góralski,POL,MF,Bochum,Bundesliga,29,1992,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1057,Anthony Gordon,ENG,"FW,MF",Newcastle Utd,Premier League,21,2001,5.4,1,8,2,25.0,1.48,0.37,0.13,0.5,14.0,0,0,0,1.7,1.7,0.21,-0.7,-0.7,Matches
1058,Anthony Gordon,ENG,FW,Everton,Premier League,21,2001,12.2,3,26,16,61.5,2.14,1.32,0.12,0.19,16.6,1,0,0,3.3,3.3,0.13,-0.3,-0.3,Matches
1059,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,27,1995,19.2,3,40,13,32.5,2.08,0.68,0.08,0.23,17.2,0,0,0,4.7,4.7,0.12,-1.7,-1.7,Matches
1060,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,25,1996,19.0,0,14,1,7.1,0.74,0.05,0.0,0.0,21.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1061,Robin Gosens,GER,DF,Inter,Serie A,28,1994,13.2,3,26,5,19.2,1.98,0.38,0.12,0.6,12.7,0,0,0,3.0,3.0,0.11,0.0,0.0,Matches
1062,Mario Götze,GER,MF,Eint Frankfurt,Bundesliga,30,1992,30.4,3,26,7,26.9,0.85,0.23,0.12,0.43,16.4,0,0,0,3.2,3.2,0.12,-0.2,-0.2,Matches
1063,Amine Gouiri,FRA,"FW,MF",Nice,Ligue 1,22,2000,2.5,0,5,2,40.0,1.99,0.8,0.0,0.0,12.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
1064,Amine Gouiri,FRA,"FW,MF",Rennes,Ligue 1,22,2000,28.0,15,74,30,40.5,2.64,1.07,0.2,0.5,13.6,0,0,0,11.1,11.1,0.15,3.9,3.9,Matches
1065,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,31,1991,31.1,0,15,4,26.7,0.48,0.13,0.0,0.0,15.4,0,0,0,1.4,1.4,0.1,-1.4,-1.4,Matches
1066,Jonathan Gradit,FRA,DF,Lens,Ligue 1,29,1992,31.4,1,5,1,20.0,0.16,0.03,0.2,1.0,14.1,0,0,0,0.8,0.8,0.16,0.2,0.2,Matches
1067,José Gragera,ESP,"MF,DF",Espanyol,La Liga,21,2000,5.1,1,4,1,25.0,0.78,0.2,0.25,1.0,11.6,0,0,0,0.7,0.7,0.22,0.3,0.3,Matches
1068,Alberto Grassi,ITA,MF,Empoli,Serie A,27,1995,13.3,0,10,3,30.0,0.75,0.23,0.0,0.0,15.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
1069,Ryan Gravenberch,NED,MF,Bayern Munich,Bundesliga,20,2002,6.4,0,11,3,27.3,1.72,0.47,0.0,0.0,20.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
1070,Andrew Gravillon,GLP,DF,Torino,Serie A,24,1998,3.5,0,1,0,0.0,0.29,0.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1071,Andrew Gravillon,GLP,DF,Reims,Ligue 1,24,1998,11.5,0,8,1,12.5,0.69,0.09,0.0,0.0,18.3,1,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
1072,Demarai Gray,JAM,"FW,MF",Everton,Premier League,26,1996,27.9,4,57,22,38.6,2.05,0.79,0.04,0.09,19.5,8,2,2,6.2,4.7,0.08,-2.2,-2.7,Matches
1073,Adrian Grbić,AUT,"MF,FW",Lorient,Ligue 1,25,1996,0.3,0,3,0,0.0,10.8,0.0,0.0,0.0,28.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1074,Ivo Grbić,CRO,GK,Atlético Madrid,La Liga,26,1996,10.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1075,Jack Grealish,ENG,FW,Manchester City,Premier League,26,1995,22.8,5,41,15,36.6,1.8,0.66,0.12,0.33,15.4,0,0,0,4.6,4.6,0.11,0.4,0.4,Matches
1076,Sam Greenwood,ENG,"MF,FW",Leeds United,Premier League,20,2002,4.7,1,12,2,16.7,2.55,0.42,0.08,0.5,24.2,5,0,0,0.7,0.7,0.06,0.3,0.3,Matches
1077,Michael Gregoritsch,AUT,FW,Freiburg,Bundesliga,28,1994,23.9,10,67,38,56.7,2.8,1.59,0.15,0.26,14.6,1,0,0,10.0,10.0,0.15,0.0,0.0,Matches
1078,Dominik Greif,SVK,GK,Mallorca,La Liga,25,1997,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1079,Leo Greiml,AUT,DF,Schalke 04,Bundesliga,21,2001,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
1080,Clément Grenier,FRA,MF,Mallorca,La Liga,31,1991,8.0,0,3,2,66.7,0.38,0.25,0.0,0.0,23.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1081,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,La Liga,31,1991,31.8,15,111,44,39.6,3.49,1.39,0.14,0.34,17.6,5,0,0,12.3,12.3,0.11,2.7,2.7,Matches
1082,Vincenzo Grifo,ITA,"MF,FW",Freiburg,Bundesliga,29,1993,26.8,15,58,25,43.1,2.17,0.93,0.14,0.32,22.6,15,7,8,10.3,3.9,0.07,4.7,4.1,Matches
1083,Lennart Grill,GER,GK,Union Berlin,Bundesliga,23,1999,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1084,Christian Groß,GER,MF,Werder Bremen,Bundesliga,33,1989,21.0,1,5,1,20.0,0.24,0.05,0.2,1.0,26.0,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
1085,Pascal Groß,GER,"MF,DF",Brighton,Premier League,31,1991,36.0,9,39,19,48.7,1.08,0.53,0.23,0.47,17.4,1,0,0,5.4,5.4,0.14,3.6,3.6,Matches
1086,Brajan Gruda,GER,MF,Mainz 05,Bundesliga,18,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1087,Ilia Gruev,BUL,MF,Werder Bremen,Bundesliga,22,2000,17.6,0,6,1,16.7,0.34,0.06,0.0,0.0,22.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1088,Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,27,1995,10.7,0,2,0,0.0,0.19,0.0,0.0,0.0,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1089,Vicente Guaita,ESP,GK,Crystal Palace,Premier League,35,1987,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1090,Andrés Guardado,MEX,MF,Betis,La Liga,35,1986,15.3,1,8,3,37.5,0.52,0.2,0.13,0.33,23.2,1,0,0,0.3,0.3,0.04,0.7,0.7,Matches
1091,Sergi Guardiola,ESP,FW,Valladolid,La Liga,31,1991,5.6,0,11,3,27.3,1.97,0.54,0.0,0.0,17.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
1092,Sergi Guardiola,ESP,FW,Cádiz,La Liga,31,1991,12.9,3,27,13,48.1,2.09,1.0,0.11,0.23,15.5,0,0,0,3.4,3.4,0.12,-0.4,-0.4,Matches
1093,Nemanja Gudelj,SRB,"DF,MF",Sevilla,La Liga,30,1991,30.9,3,38,9,23.7,1.23,0.29,0.08,0.33,25.8,3,0,0,1.7,1.7,0.05,1.3,1.3,Matches
1094,Gabriel Gudmundsson,SWE,"DF,FW",Lille,Ligue 1,23,1999,9.3,0,7,1,14.3,0.75,0.11,0.0,0.0,22.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
1095,Gonçalo Guedes,POR,"FW,MF",Wolves,Premier League,25,1996,7.9,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
1096,Axel Gueguin,FRA,"FW,MF",Montpellier,Ligue 1,17,2005,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1097,Marc Guéhi,ENG,DF,Crystal Palace,Premier League,22,2000,37.0,1,14,6,42.9,0.38,0.16,0.07,0.17,8.3,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
