Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Live,TOAtt,TOSucc,TOSuccp,TOTkld,TOTkldp,Carries,CaTotDist,CaPrgDist,CaPrgC,CaFTC,CaCPA,CaMis,CaDis,Rec,PrgR
1777,Sven Michel,GER,"FW,MF",Union Berlin,Bundesliga,32,1990,5.5,259,5,25,85,152,20,258,12,3,25,9,75,121,585,164,9,3,1,20,7,183,50
1778,Alex Mighten,ENG,FW,Nott'ham Forest,Premier League,20,2002,0.1,4,0,1,0,3,0,4,3,0,0,2,66.67,4,27,10,0,0,0,0,0,4,1
1779,Tommaso Milanese,ITA,MF,Cremonese,Serie A,20,2002,0.3,19,0,1,7,12,2,19,2,1,50,1,50,13,71,38,2,1,0,3,1,14,1
1780,Nikola Milenković,SRB,DF,Fiorentina,Serie A,24,1997,23.7,1520,143,743,710,74,35,1520,0,0,#DIV/0!,0,#DIV/0!,816,3547,1782,9,10,0,7,0,902,3
1781,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,16,2006,0.2,9,1,3,4,2,0,9,0,0,#DIV/0!,0,#DIV/0!,3,15,1,0,0,0,0,0,3,0
1782,Arkadiusz Milik,POL,FW,"Juventus,Marseille","Serie A,Ligue 1",28,1994,19,670,19,50,349,276,76,669,23,11,47.83,10,43.48,376,1488,526,11,21,2,51,17,519,94
1784,Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,27,1995,33.6,2411,73,442,1341,652,87,2411,80,39,48.75,31,38.75,1406,5856,2161,47,32,11,106,66,1926,129
1785,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,25,1997,38,1882,1342,1862,21,1,1,1882,0,0,#DIV/0!,0,#DIV/0!,1187,7724,4634,0,0,0,2,1,1000,0
1786,Éder Militão,BRA,DF,Real Madrid,La Liga,24,1998,30,2216,314,1088,984,157,31,2216,19,11,57.89,6,31.58,1378,7011,3877,28,20,1,16,6,1505,16
1787,Luka Milivojević,SRB,MF,Crystal Palace,Premier League,31,1991,5.7,321,28,117,153,55,1,321,1,1,100,0,0,162,697,263,2,3,0,4,6,178,2
1788,Luis Milla,ESP,MF,Getafe,La Liga,27,1994,20.6,1132,43,238,704,202,5,1132,15,12,80,2,13.33,572,2604,1203,15,11,1,20,12,629,7
1789,Pere Milla,ESP,"FW,MF",Elche,La Liga,29,1992,20.5,822,28,148,445,245,59,819,44,17,38.64,23,52.27,482,2068,963,23,27,5,47,22,558,83
1790,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,20,2002,9.9,545,15,94,264,196,35,545,46,21,45.65,19,41.3,285,1785,729,23,14,7,18,13,354,58
1791,James Milner,ENG,"MF,DF",Liverpool,Premier League,36,1986,10.1,848,24,196,390,264,24,848,21,11,52.38,8,38.1,447,1868,886,21,17,5,19,14,551,78
1792,Marko Milovanović,SRB,FW,Almería,La Liga,18,2003,0.2,12,0,1,5,6,1,12,0,0,#DIV/0!,0,#DIV/0!,5,20,8,0,1,0,0,3,10,3
1793,Kim Min-jae,KOR,DF,Napoli,Serie A,25,1996,33.9,3142,298,1329,1722,104,27,3142,7,4,57.14,3,42.86,1942,8608,4964,42,21,2,13,7,2349,8
1794,Yerry Mina,COL,DF,Everton,Premier League,27,1994,6.6,402,58,198,176,30,16,402,2,1,50,0,0,217,1089,622,1,4,1,4,0,255,3
1795,Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,27,1995,8,382,8,43,153,193,43,382,18,8,44.44,10,55.56,264,1684,696,26,12,11,29,11,244,66
1796,Tyrone Mings,ENG,DF,Aston Villa,Premier League,29,1993,35,2228,384,1276,877,81,21,2228,12,6,50,3,25,1379,7995,4556,20,21,3,8,7,1486,7
1797,Óscar Mingueza,ESP,DF,Celta Vigo,La Liga,23,1999,14.3,1032,50,351,490,209,17,1032,28,14,50,7,25,596,3238,1751,24,19,2,18,11,649,40
1798,Rafa Mir,ESP,FW,Sevilla,La Liga,25,1997,14.4,396,12,36,170,192,71,396,14,0,0,13,92.86,188,859,332,12,5,8,24,12,277,54
1799,Aleksei Miranchuk,RUS,MF,Torino,Serie A,26,1995,23.2,1010,10,66,527,424,42,1010,46,15,32.61,25,54.35,667,3642,1633,47,44,8,47,27,802,105
1800,Juan Miranda,ESP,DF,Betis,La Liga,22,2000,16.4,1014,67,298,418,306,33,1014,18,9,50,7,38.89,478,2263,1187,26,22,0,17,8,560,87
1801,Antonio Mirante,ITA,GK,Milan,Serie A,39,1983,0,4,4,4,0,0,0,4,0,0,#DIV/0!,0,#DIV/0!,2,9,8,0,0,0,0,0,3,0
1802,Fabio Miretti,ITA,"MF,FW",Juventus,Serie A,18,2003,13.7,694,15,109,346,249,45,694,43,19,44.19,18,41.86,408,2017,1075,33,21,6,41,26,476,85
1803,Filippo Missori,ITA,DF,Roma,Serie A,18,2004,2,82,4,41,25,16,0,82,2,0,0,2,100,20,72,17,1,0,0,3,1,27,3
1804,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,22,1999,32.1,1899,115,654,834,431,35,1899,30,17,56.67,9,30,827,3148,1433,23,19,4,35,17,957,90
1805,Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,25,1997,25.8,1312,18,146,466,716,177,1312,129,58,44.96,55,42.64,891,6882,3828,143,82,85,60,33,986,260
1806,Aleksandar Mitrović,SRB,FW,Fulham,Premier League,27,1994,22.3,814,27,79,392,349,144,806,47,23,48.94,22,46.81,451,1873,715,24,15,10,65,58,646,97
1807,Stefan Mitrović,SRB,DF,Getafe,La Liga,32,1990,18.7,663,110,396,260,11,8,663,1,0,0,1,100,312,1443,616,1,0,0,2,0,331,1
1808,Maximilian Mittelstädt,GER,"DF,MF",Hertha BSC,Bundesliga,25,1997,9.4,616,33,223,281,126,8,616,33,19,57.58,12,36.36,261,1789,982,29,19,4,12,9,253,29
1809,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,33,1989,22.1,1288,31,195,710,402,38,1288,35,14,40,16,45.71,754,4097,2024,48,47,10,44,20,899,74
1810,Anthony Modeste,FRA,FW,Dortmund,Bundesliga,34,1988,9,219,22,34,98,88,34,219,4,0,0,4,100,91,299,94,3,1,2,18,9,142,36
1811,Luka Modrić,CRO,MF,Real Madrid,La Liga,36,1985,19.4,1681,19,213,885,592,47,1680,47,19,40.43,21,44.68,1132,5681,2532,50,49,14,31,19,1361,87
1812,Terem Moffi,NGA,FW,"Nice,Lorient","Ligue 1,Ligue 1",23,1999,30.2,719,15,48,339,356,136,717,80,45,56.25,27,33.75,502,3351,1444,54,38,25,66,33,503,138
1814,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,24,1997,21.5,607,37,64,259,288,107,607,39,21,53.85,15,38.46,355,1972,552,13,13,11,53,23,408,109
1815,Tobias Mohr,GER,"DF,MF",Schalke 04,Bundesliga,26,1995,9.3,594,30,198,219,183,13,594,7,4,57.14,2,28.57,263,1526,793,20,7,1,8,8,290,39
1816,Johan Mojica,COL,DF,"Villarreal,Elche","La Liga,La Liga",29,1992,10.1,667,29,202,250,221,13,667,23,10,43.48,10,43.48,411,2469,1240,41,26,7,15,9,388,49
1818,Clinton Mola,ENG,DF,Stuttgart,Bundesliga,21,2001,0.2,14,4,9,4,2,0,14,0,0,#DIV/0!,0,#DIV/0!,1,11,0,0,0,0,0,0,0,0
1819,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,24,1998,31.9,2229,87,696,833,709,47,2229,51,21,41.18,24,47.06,1080,4854,2929,73,43,9,32,10,1386,249
1820,Salvatore Molina,ITA,DF,Monza,Serie A,30,1992,2.5,139,6,29,47,65,1,139,4,2,50,1,25,79,416,275,9,5,0,4,2,85,22
1821,Florent Mollet,FRA,MF,"Nantes,Schalke 04","Ligue 1,Bundesliga",30,1991,16.7,896,16,123,455,326,29,896,32,12,37.5,16,50,593,3468,1460,31,19,2,30,21,579,91
1823,Jon Moncayola,ESP,"MF,DF",Osasuna,La Liga,24,1998,27.2,1698,59,387,949,379,14,1698,8,4,50,3,37.5,869,3900,2099,34,29,1,26,11,1060,50
1824,Monchu,ESP,MF,Valladolid,La Liga,22,1999,22.6,1276,48,319,693,270,24,1276,20,10,50,7,35,636,2794,1252,17,18,3,34,15,749,25
1825,César Montes,MEX,DF,Espanyol,La Liga,25,1997,17.7,989,154,511,422,66,29,989,5,2,40,3,60,499,2365,1487,13,5,0,5,3,551,4
1826,Daniele Montevago,ITA,FW,Sampdoria,Serie A,19,2003,2.6,79,2,4,31,44,18,79,4,0,0,4,100,42,141,44,1,1,1,9,4,61,10
1827,Gonzalo Montiel,ARG,DF,Sevilla,La Liga,25,1997,16.9,1023,54,291,433,310,33,1023,23,10,43.48,12,52.17,532,2769,1584,34,28,5,23,9,576,87
1828,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,26,1996,37,1309,1050,1297,14,0,0,1309,0,0,#DIV/0!,0,#DIV/0!,622,4073,2169,0,1,0,6,0,461,0
1829,Martín Montoya,ESP,DF,Betis,La Liga,31,1991,5,302,22,95,161,48,5,302,5,2,40,3,60,151,594,309,6,2,0,7,4,167,12
1830,Kieffer Moore,WAL,FW,Bournemouth,Premier League,29,1992,14.2,522,36,59,286,178,49,522,13,2,15.38,7,53.85,252,940,302,10,8,2,42,31,396,56
1831,Andrew Moran,IRL,FW,Brighton,Premier League,18,2003,0.1,6,0,0,5,1,0,6,0,0,#DIV/0!,0,#DIV/0!,3,2,1,0,0,0,2,0,3,1
1832,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,29,1992,21.1,655,29,68,297,299,105,655,41,20,48.78,16,39.02,387,2142,929,33,19,16,55,24,527,102
1833,Jon Morcillo,ESP,"FW,MF",Athletic Club,La Liga,23,1998,0.8,51,0,9,13,30,3,51,5,3,60,0,0,37,332,198,6,6,1,0,2,38,15
1834,Alberto Moreno,ESP,DF,Villarreal,La Liga,30,1992,14.4,872,27,247,298,331,28,872,16,6,37.5,8,50,490,2569,1333,41,32,7,17,6,549,97
1835,Álex Moreno,ESP,DF,"Aston Villa,Betis","Premier League,La Liga",29,1993,29.8,1832,119,618,702,530,79,1832,97,37,38.14,48,49.48,911,5888,3138,114,65,28,66,21,1035,198
1837,Diego Moreno,ESP,DF,Osasuna,La Liga,21,2001,7.1,389,35,134,176,81,7,389,11,3,27.27,8,72.73,177,867,393,9,5,2,8,3,184,19
1838,Gerard Moreno,ESP,FW,Villarreal,La Liga,30,1992,13.7,634,16,57,282,309,67,632,55,29,52.73,20,36.36,401,1986,828,21,20,11,32,19,508,108
1839,Marlos Moreno,COL,"MF,DF",Troyes,Ligue 1,25,1996,0.1,8,0,4,3,1,0,8,1,0,0,0,0,5,30,0,0,0,0,0,2,5,0
1840,Tete Morente,ESP,"MF,DF",Elche,La Liga,25,1996,23,1068,40,190,379,509,60,1068,74,32,43.24,40,54.05,640,3751,1773,60,39,15,40,21,703,193
1841,Ilaix Moriba,GUI,MF,Valencia,La Liga,19,2003,11.2,654,18,123,339,197,15,654,30,12,40,10,33.33,383,1895,883,16,13,2,21,13,445,30
1842,Manu Morlanes,ESP,MF,"Villarreal,Mallorca","La Liga,La Liga",23,1999,9.6,363,20,99,197,71,4,363,14,9,64.29,3,21.43,191,1040,454,11,9,1,6,4,204,7
1844,Nikola Moro,CRO,MF,Bologna,Serie A,24,1998,13.6,931,29,210,549,181,18,931,26,18,69.23,7,26.92,553,2627,1180,24,22,1,13,9,654,35
1845,Loren Morón,ESP,FW,Betis,La Liga,28,1993,0.2,11,1,2,5,4,0,11,0,0,#DIV/0!,0,#DIV/0!,4,8,0,0,0,0,2,0,6,0
1846,Cristhian Mosquera,COL,DF,Valencia,La Liga,18,2004,1.6,81,11,46,26,9,2,81,0,0,#DIV/0!,0,#DIV/0!,38,180,61,0,1,0,2,0,38,1
1847,Dany Mota,POR,"FW,MF",Monza,Serie A,24,1998,21.2,835,25,76,405,364,94,835,73,35,47.95,25,34.25,519,3543,1410,66,35,31,76,36,639,166
1848,Lebo Mothiba,RSA,"FW,MF",Strasbourg,Ligue 1,26,1996,4.8,157,5,11,76,71,12,157,9,3,33.33,4,44.44,110,618,198,7,4,2,15,7,116,30
1849,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,17,2004,12.7,346,1,24,137,191,62,346,45,17,37.78,26,57.78,209,1111,420,9,7,6,30,20,215,61
1850,Steve Mounié,BEN,FW,Brest,Ligue 1,27,1994,18.4,675,29,67,325,290,95,674,21,10,47.62,9,42.86,414,2224,716,23,9,9,54,28,532,89
1851,Mason Mount,ENG,"MF,FW",Chelsea,Premier League,23,1999,18.3,969,17,110,415,455,56,969,31,15,48.39,13,41.94,530,2745,1429,48,34,11,36,29,678,114
1852,Lucas Moura,BRA,"MF,DF",Tottenham,Premier League,29,1992,1.7,118,0,15,47,58,12,118,11,5,45.45,6,54.55,65,387,169,4,8,2,6,5,83,15
1853,Bevic Moussiti-Oko,CGO,FW,Ajaccio,Ligue 1,27,1995,7.8,261,11,23,119,122,37,261,26,13,50,13,50,159,996,316,10,8,6,25,11,190,45
1854,João Moutinho,POR,MF,"Wolves,Spezia","Premier League,Serie A",35,1986,20.4,1269,45,254,678,345,15,1269,15,8,53.33,7,46.67,633,2609,1370,23,24,0,14,7,793,34
1856,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,25,1996,26.7,1459,43,275,950,254,33,1459,29,16,55.17,11,37.93,1079,5649,2735,41,29,4,24,19,967,45
1857,Divin Mubama,ENG,FW,West Ham,Premier League,17,2004,0.4,11,1,2,6,3,0,11,2,1,50,1,50,7,49,3,0,0,0,0,2,8,1
1858,Mykhailo Mudryk,UKR,"FW,MF",Chelsea,Premier League,21,2001,7.3,323,7,40,112,175,28,323,39,13,33.33,20,51.28,194,1438,689,25,20,7,29,11,207,43
1859,François Mughe,CMR,MF,Marseille,Ligue 1,18,2004,0.1,1,0,0,0,1,1,1,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0
1860,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,24,1997,12.6,801,50,236,387,189,29,801,24,6,25,12,50,588,3067,1363,19,10,3,12,12,548,57
1861,Mert Müldür,TUR,"FW,DF",Sassuolo,Serie A,23,1999,0.1,3,0,2,1,0,0,3,0,0,#DIV/0!,0,#DIV/0!,3,6,4,0,0,0,0,0,3,0
1862,Florian Müller,GER,GK,Stuttgart,Bundesliga,24,1997,19,775,628,761,16,0,0,775,0,0,#DIV/0!,0,#DIV/0!,447,2237,1279,0,0,0,0,0,419,0
1863,Thomas Müller,GER,"FW,MF",Bayern Munich,Bundesliga,32,1989,18.5,1020,18,93,409,521,114,1020,18,9,50,9,50,574,2013,1010,33,24,11,49,20,791,182
1864,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,24,1998,10.2,493,59,248,231,19,8,493,9,5,55.56,4,44.44,268,1328,646,5,6,0,4,5,270,1
1865,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,30,1243,73,256,642,364,94,1243,44,20,45.45,18,40.91,818,4165,1792,33,17,9,53,16,732,87
1866,Iker Muniain,ESP,"MF,FW",Athletic Club,La Liga,29,1992,18.8,1256,5,86,612,575,40,1256,66,39,59.09,15,22.73,823,4049,1867,50,55,9,30,30,961,103
1867,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,24,1997,19.5,1226,39,340,531,366,9,1226,40,19,47.5,18,45,624,3038,1395,37,32,2,25,18,704,87
1868,Álvaro Muñoz,URU,FW,Real Madrid,La Liga,18,2004,0.9,23,1,2,9,12,4,23,0,0,#DIV/0!,0,#DIV/0!,17,47,6,0,0,0,5,3,17,3
1869,Iker Muñoz,ESP,MF,Osasuna,La Liga,19,2002,2.8,134,9,43,78,13,0,134,2,1,50,0,0,63,331,166,0,2,0,1,2,83,4
1870,Pablo Muñoz,ESP,MF,Rayo Vallecano,La Liga,18,2003,0.1,6,0,1,2,3,0,6,1,0,0,1,100,6,17,0,0,0,0,2,1,6,1
1871,Luis Muriel,COL,"FW,MF",Atalanta,Serie A,31,1991,11.9,712,3,37,251,428,70,711,70,34,48.57,33,47.14,416,2792,1367,53,38,22,49,27,545,124
1872,Jeison Murillo,COL,DF,Sampdoria,Serie A,30,1992,11.7,671,81,323,325,28,4,671,4,2,50,1,25,336,1509,903,8,4,0,7,1,385,3
1873,Vedat Muriqi,KVX,FW,Mallorca,La Liga,28,1994,32.6,1194,90,160,592,450,112,1189,31,12,38.71,15,48.39,601,2558,863,28,28,10,80,46,896,152
1874,Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,27,1995,13.9,590,11,58,214,329,75,590,43,14,32.56,21,48.84,364,2478,1497,66,32,29,17,23,421,141
1875,Nicola Murru,ITA,DF,Sampdoria,Serie A,27,1994,8.7,418,48,178,185,58,2,418,1,0,0,1,100,210,792,381,7,6,0,7,1,233,13
1876,Yunus Musah,USA,MF,Valencia,La Liga,19,2002,23.4,1030,27,154,487,405,51,1030,70,27,38.57,35,50,646,4812,2417,72,62,11,52,22,729,101
1877,Jamal Musiala,GER,"MF,FW",Bayern Munich,Bundesliga,19,2003,24.4,1401,19,142,667,616,144,1401,152,77,50.66,63,41.45,1018,6027,2802,89,61,33,79,70,1089,196
1878,Juan Musso,ARG,GK,Atalanta,Serie A,28,1994,23.1,745,654,742,3,0,0,745,0,0,#DIV/0!,0,#DIV/0!,436,2893,1620,0,1,1,2,0,316,0
1879,Marlon Mustapha,AUT,"FW,MF",Mainz 05,Bundesliga,21,2001,0.8,45,0,2,22,22,5,45,3,2,66.67,1,33.33,24,217,133,5,4,2,7,2,30,9
1880,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,28,1994,20.1,661,601,659,2,0,0,661,1,1,100,0,0,451,2490,1670,0,0,0,1,0,274,0
1881,Enock Mwepu,ZAM,"FW,MF",Brighton,Premier League,24,1998,2.4,116,1,12,54,53,7,116,5,1,20,4,80,58,318,141,5,2,1,10,5,80,17
1882,Francisco Mwepu,ZAM,FW,Cádiz,La Liga,22,2000,0.2,5,0,0,5,0,0,5,0,0,#DIV/0!,0,#DIV/0!,4,25,5,0,0,0,0,0,4,2
1883,Vitaliy Mykolenko,UKR,DF,Everton,Premier League,23,1999,29.5,1625,124,576,693,370,26,1625,25,11,44,14,56,701,3103,1491,31,33,7,32,8,798,72
1884,Joakim Mæhle,DEN,"DF,MF",Atalanta,Serie A,25,1997,24.5,1707,43,347,697,683,58,1707,53,18,33.96,32,60.38,932,4932,2801,81,64,11,39,24,1110,186
1885,Obite N'Dicka,CIV,DF,Eint Frankfurt,Bundesliga,22,1999,29.9,2159,234,1078,1003,90,25,2159,10,6,60,3,30,1265,5821,3115,16,14,2,18,5,1394,5
1886,Nathan N'Goumou,FRA,FW,"Toulouse,M'Gladbach","Ligue 1,Bundesliga",22,2000,8.7,348,8,65,109,178,27,348,30,8,26.67,16,53.33,195,1334,578,24,14,12,18,6,227,70
1888,Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,23,1999,14.3,931,65,415,481,43,7,931,21,12,57.14,7,33.33,598,2708,1443,17,6,0,14,4,601,10
1889,Herculano Nabian,POR,MF,Empoli,Serie A,18,2004,0,1,0,0,1,0,0,1,1,0,0,1,100,1,13,13,0,0,0,0,0,1,0
1890,Nacho,ESP,DF,Real Madrid,La Liga,32,1990,18.2,1327,95,503,629,205,19,1327,17,11,64.71,4,23.53,762,3224,1899,18,10,4,15,9,937,34
1891,Nikolas Nartey,DEN,"DF,MF",Stuttgart,Bundesliga,22,2000,5.3,340,10,103,172,70,4,340,8,4,50,3,37.5,163,718,356,7,5,1,4,9,205,20
1892,Juanjo Narváez,COL,"MF,FW",Valladolid,La Liga,27,1995,1.6,51,1,9,17,25,6,51,3,1,33.33,1,33.33,29,110,27,0,2,0,2,5,38,9
1893,Matija Nastasić,SRB,DF,Mallorca,La Liga,29,1993,10.1,392,59,219,162,13,6,392,0,0,#DIV/0!,0,#DIV/0!,202,833,432,4,2,0,2,0,221,1
1894,Roberto Navarro,ESP,"MF,FW",Real Sociedad,La Liga,20,2002,3.9,212,2,25,76,118,20,212,18,7,38.89,9,50,128,886,389,17,15,9,21,16,131,28
1895,Jesús Navas,ESP,"DF,FW",Sevilla,La Liga,36,1985,22,1506,59,359,537,621,29,1506,22,11,50,6,27.27,867,4515,2101,46,33,9,17,10,976,207
1896,Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,35,1986,17,578,515,576,2,0,0,578,1,1,100,0,0,267,1718,1174,0,0,0,1,0,175,0
1897,Michel Ndary Adopo,FRA,"MF,DF",Torino,Serie A,22,2000,2.9,172,7,36,112,25,2,172,6,3,50,3,50,84,377,193,2,1,0,4,3,103,4
1898,Youssouf Ndayishimiye,BDI,"MF,DF",Nice,Ligue 1,23,1998,6.3,446,31,159,250,43,7,446,5,3,60,1,20,351,1768,937,7,10,1,9,3,320,5
1899,Papa Ndiaga Yade,SEN,"DF,MF",Troyes,Ligue 1,22,2000,6.3,421,16,91,187,146,11,421,17,6,35.29,9,52.94,292,1885,1032,29,20,3,9,5,273,45
1900,Wilfred Ndidi,NGA,MF,Leicester City,Premier League,25,1996,18.7,1129,83,406,652,92,5,1129,15,10,66.67,4,26.67,564,2464,1075,11,14,0,14,10,659,7
1901,Tanguy Ndombele,FRA,MF,Napoli,Serie A,25,1996,9,685,12,78,424,189,28,685,37,19,51.35,12,32.43,461,2028,977,27,19,4,26,18,578,33
1902,Álvaro Negredo,ESP,FW,Cádiz,La Liga,36,1985,8.4,246,10,23,135,91,29,246,10,5,50,4,40,115,443,156,4,5,0,18,7,174,22
1903,Reiss Nelson,ENG,FW,Arsenal,Premier League,22,1999,2.4,157,5,25,35,99,23,157,9,7,77.78,2,22.22,99,710,439,19,5,8,3,9,112,34
1904,Ilija Nestorovski,MKD,"FW,MF",Udinese,Serie A,32,1990,7.1,228,10,18,125,86,29,228,5,3,60,1,20,118,379,128,1,1,1,14,3,169,29
1905,Neto,BRA,GK,Bournemouth,Premier League,33,1989,26.5,895,768,890,6,0,0,895,1,1,100,0,0,446,2814,2029,0,0,0,1,0,271,0
1906,Pedro Neto,POR,"FW,MF",Wolves,Premier League,22,2000,10.7,517,6,61,166,298,46,517,54,18,33.33,30,55.56,325,2373,1181,37,24,18,29,13,363,111
1907,Luca Netz,GER,DF,M'Gladbach,Bundesliga,19,2003,7.8,446,29,155,184,113,11,446,13,10,76.92,3,23.08,199,891,463,12,10,3,13,6,244,32
1908,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,36,1986,12,528,436,519,8,2,2,528,0,0,#DIV/0!,0,#DIV/0!,338,1534,910,0,0,0,1,0,318,0
1909,Florian Neuhaus,GER,MF,M'Gladbach,Bundesliga,25,1997,15.6,804,22,133,448,232,41,804,34,12,35.29,15,44.12,488,2184,1238,26,26,4,22,14,597,56
1910,Rúben Neves,POR,MF,Wolves,Premier League,25,1997,33.5,2486,177,810,1307,394,25,2483,31,19,61.29,9,29.03,1318,6007,2980,28,29,1,22,13,1621,18
1911,Neymar,BRA,"MF,FW",Paris S-G,Ligue 1,30,1992,17.2,1470,3,124,774,591,73,1468,96,38,39.58,46,47.92,1289,7565,3392,69,77,12,50,37,1260,127
1912,Jessic Ngankam,GER,"FW,MF",Hertha BSC,Bundesliga,22,2000,9.2,233,5,31,102,107,34,232,28,10,35.71,16,57.14,139,781,275,9,7,6,26,18,152,42
1913,Cyril Ngonge,BEL,"MF,FW",Hellas Verona,Serie A,22,2000,8.3,300,5,28,135,143,20,300,35,12,34.29,20,57.14,181,993,473,18,11,9,23,12,202,40
1914,Moussa Niakhate,SEN,DF,Nott'ham Forest,Premier League,26,1996,12.9,528,96,301,159,69,7,528,4,0,0,4,100,184,923,435,2,0,0,5,1,189,3
1915,Ibrahima Niane,SEN,FW,Angers,Ligue 1,23,1999,12.6,367,14,29,190,151,40,367,29,8,27.59,18,62.07,259,1376,435,11,11,4,36,21,269,57
1916,M'Baye Niang,SEN,FW,Auxerre,Ligue 1,27,1994,16.5,539,29,48,279,217,68,536,41,9,21.95,27,65.85,344,1950,605,17,18,12,72,21,396,87
1917,Tanguy Nianzou,FRA,DF,Sevilla,La Liga,20,2002,15.2,894,73,368,498,35,11,894,12,10,83.33,2,16.67,547,2428,1383,4,6,0,4,3,627,0
1918,Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,25,1997,33.3,2130,328,1123,960,55,33,2130,15,9,60,3,20,1500,8417,4790,21,9,2,7,6,1353,4
1919,Hans Nicolussi Caviglia,ITA,MF,Salernitana,Serie A,22,2000,6.5,313,15,83,184,47,4,313,8,4,50,2,25,139,697,228,4,3,0,11,6,167,2
1920,Florian Niederlechner,GER,"FW,MF","Augsburg,Hertha BSC","Bundesliga,Bundesliga",31,1990,18.8,581,23,67,257,262,71,581,42,16,38.1,21,50,250,940,400,10,11,5,27,17,335,79
1922,Saúl Ñíguez,ESP,"MF,DF",Atlético Madrid,La Liga,27,1994,12.2,695,42,182,336,181,31,695,14,12,85.71,2,14.29,301,1438,621,12,10,4,22,6,447,47
1923,Dimitris Nikolaou,GRE,DF,Spezia,Serie A,23,1998,32.9,1926,243,989,814,136,14,1926,14,10,71.43,2,14.29,1138,5327,2878,20,19,0,18,10,1242,15
1924,Fernando Niño,ESP,"MF,FW",Villarreal,La Liga,21,2000,0.2,9,0,0,3,6,1,9,1,0,0,1,100,8,28,1,0,0,0,2,0,9,4
1925,Rasmus Nissen,DEN,DF,Leeds United,Premier League,25,1997,21.8,1276,90,470,529,282,23,1276,15,7,46.67,7,46.67,548,1725,833,15,10,4,6,5,633,70
1926,Justin Njinmah,GER,FW,Dortmund,Bundesliga,21,2000,0.2,4,0,0,1,3,1,4,1,0,0,1,100,6,26,8,1,0,0,0,2,5,4
1927,Eddie Nketiah,ENG,FW,Arsenal,Premier League,23,1999,12.1,407,10,35,157,221,87,407,34,15,44.12,13,38.24,259,1682,603,32,16,22,30,20,305,82
1928,Christopher Nkunku,FRA,"FW,MF",RB Leipzig,Bundesliga,24,1997,21.1,854,17,57,356,448,128,850,77,38,49.35,27,35.06,588,2929,1225,43,23,23,45,38,672,176
1929,Felix Nmecha,GER,MF,Wolfsburg,Bundesliga,21,2000,20.4,967,38,183,536,258,40,967,46,26,56.52,13,28.26,540,2356,1235,23,22,2,41,13,615,54
1930,Lukas Nmecha,GER,FW,Wolfsburg,Bundesliga,23,1998,10,317,6,19,131,169,34,317,26,10,38.46,8,30.77,189,1050,304,15,7,5,38,11,251,70
1931,Arnaud Nordin,FRA,FW,Montpellier,Ligue 1,24,1998,26.7,954,14,123,389,464,109,954,98,38,38.78,30,30.61,741,5545,2781,109,63,37,62,42,688,181
1932,Riad Nouri,FRA,"MF,FW",Ajaccio,Ligue 1,37,1985,18.8,781,17,105,379,305,26,780,38,13,34.21,22,57.89,573,3379,1223,33,29,6,30,18,525,144
1933,Hugo Novoa,ESP,"DF,FW",RB Leipzig,Bundesliga,19,2003,2,135,1,21,58,58,11,135,10,5,50,4,40,71,460,124,5,1,3,1,7,86,20
1934,Samuel Ntanda,BEL,MF,Sampdoria,Serie A,17,2005,0,2,0,0,1,1,1,2,1,1,100,0,0,1,7,4,0,0,0,0,0,2,1
1935,Randy Ntekja,FRA,"FW,MF","Elche,Rayo Vallecano","La Liga,La Liga",24,1997,9.4,385,20,57,188,144,38,385,31,13,41.94,15,48.39,237,1154,504,16,6,8,23,22,256,50
1937,Alexander Nübel,GER,GK,Monaco,Ligue 1,25,1996,38,1215,1033,1208,8,0,0,1215,0,0,#DIV/0!,0,#DIV/0!,846,4110,2509,0,0,0,1,0,483,0
