,Player,Position,90s,TCmp,LFTP,LPrgP,Def_3rd,Mid_3rd,Att_3rd,Live,TOSucc,CaPrgC,PrgR,BTklInt,CTkl%,BClr,ADWon,ADWonp
267,Ibrahima Sissoko,defensive midfield,14.6,489,50,67,177,464,176,803,8,18,41,50,52.38095238095239,19,30,56.60377358490566
268,Ellyes Skhiri,defensive midfield,31.7,1505,112,155,583,1207,287,2056,24,50,61,135,39.39393939393939,48,40,64.51612903225806
269,Oliver Skipp,defensive midfield,16.6,660,52,56,245,554,124,915,11,14,25,51,48.48484848484848,19,7,21.875
270,Tomáš Souček,defensive midfield,31.3,709,67,88,432,652,288,1366,2,11,52,130,48.27586206896552,71,114,55.33980582524271
271,Boubakary Soumaré,defensive midfield,18.1,776,80,73,319,675,112,1091,12,17,20,90,53.48837209302325,27,18,56.25
272,Vinicius Souza,defensive midfield,27.0,726,85,82,337,746,164,1242,10,13,14,147,55.932203389830505,50,72,53.333333333333336
273,Stijn Spierings,defensive midfield,34.7,1778,192,231,582,1532,340,2428,16,31,30,148,42.57425742574257,44,20,50.0
274,Anton Stach,defensive midfield,23.0,619,70,106,212,644,345,1172,25,37,77,68,42.10526315789473,25,72,69.90291262135922
275,Veit Stange,defensive midfield,0.1,0,0,0,2,1,0,3,1,0,0,1,100.0,0,0,0.0
276,Angelo Stiller,defensive midfield,7.8,279,26,34,106,243,121,466,3,4,16,36,66.66666666666666,14,16,61.53846153846154
277,Ibrahim Sulemana,defensive midfield,7.2,133,18,18,89,151,49,281,5,4,5,33,50.0,15,10,45.45454545454545
278,Ivan Šunjić,defensive midfield,11.0,270,34,30,127,305,54,478,0,6,6,51,66.66666666666666,19,7,33.33333333333333
279,Adrien Tameze,defensive midfield,33.7,835,91,103,380,829,244,1428,26,32,58,88,44.44444444444444,55,27,46.55172413793103
280,Renato Tapia,defensive midfield,16.1,687,63,68,318,564,120,993,11,12,8,66,48.64864864864865,37,26,59.09090909090909
281,Niklas Tauer,defensive midfield,1.0,50,5,6,23,38,10,70,0,1,4,4,33.33333333333333,4,2,66.66666666666666
282,Aurélien Tchouaméni,defensive midfield,23.5,1578,159,142,470,1234,298,1990,28,41,23,113,60.526315789473685,50,48,66.66666666666666
283,Ramón Terrats,defensive midfield,11.5,433,35,51,133,354,174,657,17,25,36,30,47.82608695652174,9,6,46.15384615384615
284,Sandro Tonali,defensive midfield,30.1,1185,124,159,356,1007,491,1836,9,61,86,89,61.36363636363637,26,15,45.45454545454545
285,Lucas Torró,defensive midfield,27.5,940,80,98,365,873,233,1459,11,12,17,90,42.85714285714285,64,86,63.23529411764706
286,Birama Touré,defensive midfield,37.8,1236,121,138,514,1188,214,1903,11,10,25,147,36.55913978494624,49,56,48.27586206896552
287,Lucas Tousart,defensive midfield,32.7,530,72,93,351,720,296,1347,23,37,79,121,45.0,75,91,49.18918918918919
288,Lesley Ugochukwu,defensive midfield,14.8,566,43,50,172,546,80,790,14,11,11,57,66.66666666666666,16,16,69.56521739130434
289,Renato Veiga,defensive midfield,7.1,210,7,14,206,171,47,416,10,11,6,16,77.77777777777779,29,12,46.15384615384615
290,Miguel Veloso,defensive midfield,12.9,429,49,84,168,403,168,723,4,17,22,39,61.53846153846154,14,14,50.0
291,Mikel Vesga,defensive midfield,28.6,1259,193,199,338,1118,355,1797,10,26,31,93,36.76470588235294,39,65,57.52212389380531
292,Walace,defensive midfield,35.4,1482,153,170,649,1266,260,2151,11,47,36,133,45.55555555555556,51,23,44.230769230769226
293,Julian Weigl,defensive midfield,21.0,1072,66,82,374,894,87,1347,9,7,7,61,56.09756097560976,32,18,58.06451612903226
294,Harvey White,defensive midfield,0.1,3,0,0,0,4,4,8,0,0,1,0,0.0,0,1,100.0
295,Harry Winks,defensive midfield,19.1,792,80,117,274,686,171,1117,17,19,17,51,32.55813953488372,24,6,33.33333333333333
296,Axel Witsel,defensive midfield,25.1,1229,84,82,634,810,82,1521,6,6,11,59,54.83870967741935,76,41,53.24675324675325
297,Granit Xhaka,defensive midfield,33.3,1382,148,196,341,900,658,1891,15,42,175,49,39.02439024390244,45,37,55.223880597014926
298,Gerard Yepes,defensive midfield,2.2,77,5,7,20,90,19,128,0,3,6,9,33.33333333333333,3,5,71.42857142857143
299,Warren Zaire-Emery,defensive midfield,10.3,571,37,32,123,426,192,726,16,23,54,29,27.58620689655172,17,3,21.428571428571427
300,Denis Zakaria,defensive midfield,6.0,190,10,9,80,142,53,269,5,11,3,20,20.0,11,0,0.0
301,Andre-Frank Zambo Anguissa,defensive midfield,33.9,1988,185,181,408,1519,758,2647,33,58,140,102,25.0,25,47,63.51351351351351
302,Martín Zubimendi,defensive midfield,34.5,1545,175,184,509,1350,259,2090,9,43,29,96,53.333333333333336,55,58,63.04347826086957
303,Blanco,defensive midfield,1.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
304,Hugo Guillamón,defensive midfield,18.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
