Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GA,npg,PK,PKatt,CrdY,CrdR,xG,NPxG,xAG,NPxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,GA_p90,npg_p90,npG+A_p90,xG_p90,xAG_p90,xG+xAG_p90,NPxG_p90,NPxG+xAG_p90,
722,Ismael Diallo,CIV,DF,Ajaccio,Ligue 1,25,1997,28,25,2176,24.2,0,0,0,0,0,0,9,1,0.3,0.3,0.6,0.8,36,70,36,0,0,0,0,0,0.012396694,0.024793388,0.037190083,0.012396694,0.033057851,Matches
723,Mamady Diarra,MLI,"MF,DF",Cádiz,La Liga,22,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,Matches
724,Mouhamadou Diarra,FRA,"MF,FW",Strasbourg,Ligue 1,18,2004,29,18,1626,18.1,3,2,5,3,0,0,4,0,1.8,1.8,2.2,4.1,68,52,89,0.165745856,0.110497238,0.276243094,0.165745856,0.276243094,0.099447514,0.121546961,0.220994475,0.099447514,0.226519337,Matches
725,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,21,2000,23,12,1225,13.6,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,21,50,43,0,0.073529412,0.073529412,0,0.073529412,0.014705882,0.051470588,0.066176471,0.014705882,0.066176471,Matches
726,Stéphane Diarra,FRA,"FW,MF",Lorient,Ligue 1,23,1998,28,14,1066,11.8,2,0,2,2,0,0,1,0,2.2,2.2,1.7,4,40,33,85,0.169491525,0,0.169491525,0.169491525,0.169491525,0.186440678,0.144067797,0.330508475,0.186440678,0.338983051,Matches
727,Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,5,1,98,1.1,0,0,0,0,0,0,2,0,0,0,0.5,0.5,1,3,1,0,0,0,0,0,0,0.454545455,0.454545455,0,0.454545455,Matches
728,Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,1.3,1.3,0.6,1.9,14,98,2,0,0,0,0,0,0.058558559,0.027027027,0.085585586,0.058558559,0.085585586,Matches
729,Krépin Diatta,SEN,"MF,FW",Monaco,Ligue 1,23,1999,31,22,2072,23,4,2,6,4,0,0,3,0,4.6,4.6,3.4,8,80,90,229,0.173913043,0.086956522,0.260869565,0.173913043,0.260869565,0.2,0.147826087,0.347826087,0.2,0.347826087,Matches
730,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.005405405,0.005405405,0,0.005405405,Matches
731,Brahim Díaz,ESP,"MF,FW",Milan,Serie A,22,1999,33,27,1925,21.4,6,7,13,6,0,0,3,0,6,6,5.6,11.5,80,121,116,0.280373832,0.327102804,0.607476636,0.280373832,0.607476636,0.280373832,0.261682243,0.542056075,0.280373832,0.537383178,Matches
732,Luis Díaz,COL,FW,Liverpool,Premier League,25,1997,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,2.5,1.5,4,39,49,116,0.36036036,0.18018018,0.540540541,0.36036036,0.540540541,0.225225225,0.135135135,0.36036036,0.225225225,0.36036036,Matches
733,Justin Diehl,GER,"MF,FW",Köln,Bundesliga,17,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
734,Bamba Dieng,SEN,"FW,MF","Marseille,Lorient","Ligue 1,Ligue 1",22,2000,25,10,941,10.5,4,0,4,3,1,1,2,0,6.4,5.6,0.7,6.3,9,8,71,0.380952381,0,0.380952381,0.285714286,0.285714286,0.60952381,0.066666667,0.676190476,0.533333333,0.6,Matches
736,Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,1.6,1.6,1.2,2.8,9,87,14,0.063897764,0.031948882,0.095846645,0.063897764,0.095846645,0.051118211,0.038338658,0.089456869,0.051118211,0.089456869,Matches
737,Florian Dietz,GER,FW,Köln,Bundesliga,23,1998,11,4,395,4.4,1,0,1,1,0,0,1,0,2.5,2.5,0.3,2.8,8,5,22,0.227272727,0,0.227272727,0.227272727,0.227272727,0.568181818,0.068181818,0.636363636,0.568181818,0.636363636,Matches
738,Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.4,0.4,1.9,2.3,29,57,89,0.05988024,0,0.05988024,0.05988024,0.05988024,0.023952096,0.113772455,0.137724551,0.023952096,0.137724551,Matches
739,Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,33,26,2069,23,4,3,7,4,0,0,0,0,3.1,3.1,6.9,9.9,45,88,189,0.173913043,0.130434783,0.304347826,0.173913043,0.304347826,0.134782609,0.3,0.434782609,0.134782609,0.430434783,Matches
740,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,37,37,3324,36.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
741,Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,Bundesliga,21,2000,19,10,1063,11.8,3,1,4,3,0,0,4,0,3.7,3.7,1.4,5.1,38,45,42,0.254237288,0.084745763,0.338983051,0.254237288,0.338983051,0.313559322,0.118644068,0.43220339,0.313559322,0.43220339,Matches
742,Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,8,0,99,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,1,6,4,0,0,0,0,0,0.181818182,0.272727273,0.454545455,0.181818182,0.363636364,Matches
743,Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,20,2001,17,0,231,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,5,6,24,0,0,0,0,0,0.153846154,0.230769231,0.384615385,0.153846154,0.384615385,Matches
744,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,24,22,1957,21.7,0,0,0,0,0,0,2,1,0.8,0.8,0.2,1,10,108,8,0,0,0,0,0,0.036866359,0.00921659,0.046082949,0.036866359,0.046082949,Matches
745,Lois Diony,FRA,FW,Angers,Ligue 1,29,1992,11,5,506,5.6,1,0,1,1,0,0,1,0,2.2,2.2,0.3,2.5,14,11,64,0.178571429,0,0.178571429,0.178571429,0.178571429,0.392857143,0.053571429,0.446428571,0.392857143,0.446428571,Matches
746,Edan Diop,FRA,"DF,FW",Monaco,Ligue 1,17,2004,7,1,223,2.5,1,0,1,1,0,0,0,0,1.2,1.2,0.8,2.1,8,17,29,0.4,0,0.4,0.4,0.4,0.48,0.32,0.8,0.48,0.84,Matches
747,Issa Diop,FRA,DF,Fulham,Premier League,25,1997,25,21,2012,22.4,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.7,13,70,4,0.044642857,0,0.044642857,0.044642857,0.044642857,0.013392857,0.017857143,0.03125,0.013392857,0.03125,Matches
748,Sofiane Diop,FRA,"MF,FW","Nice,Monaco","Ligue 1,Ligue 1",22,2000,23,15,1293,14.3,2,4,6,2,0,0,1,0,3.6,3.6,2,5.5,60,74,101,0.13986014,0.27972028,0.41958042,0.13986014,0.41958042,0.251748252,0.13986014,0.391608392,0.251748252,0.384615385,Matches
750,Yehvann Diouf,FRA,GK,Reims,Ligue 1,22,1999,31,31,2790,31,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
751,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,38,37,3330,37,3,3,6,3,0,1,3,0,3.8,3,1.2,4.2,64,206,17,0.081081081,0.081081081,0.162162162,0.081081081,0.162162162,0.102702703,0.032432432,0.135135135,0.081081081,0.113513514,Matches
752,Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,25,24,2017,22.4,2,0,2,2,0,0,7,0,1.3,1.3,0.1,1.4,9,70,4,0.089285714,0,0.089285714,0.089285714,0.089285714,0.058035714,0.004464286,0.0625,0.058035714,0.0625,Matches
753,Djené,TOG,DF,Getafe,La Liga,30,1991,33,33,2840,31.6,0,1,1,0,0,0,10,1,0.6,0.6,0.7,1.2,11,77,20,0,0.03164557,0.03164557,0,0.03164557,0.018987342,0.022151899,0.041139241,0.018987342,0.037974684,Matches
754,Moussa Djenepo,MLI,"DF,FW",Southampton,Premier League,24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0.2,0.2,0.5,0.7,27,19,39,0,0.253164557,0.253164557,0,0.253164557,0.025316456,0.063291139,0.088607595,0.025316456,0.088607595,Matches
755,Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,34,26,2424,26.9,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.1,11,83,13,0.037174721,0,0.037174721,0.037174721,0.037174721,0.033457249,0.003717472,0.037174721,0.033457249,0.040892193,Matches
756,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,31,31,2677,29.7,1,2,3,1,0,0,8,1,1.4,1.4,0.7,2.1,4,136,4,0.033670034,0.067340067,0.101010101,0.033670034,0.101010101,0.047138047,0.023569024,0.070707071,0.047138047,0.070707071,Matches
757,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,24,20,1797,20,0,1,1,0,0,0,3,0,0.6,0.6,0.2,0.8,7,45,9,0,0.05,0.05,0,0.05,0.03,0.01,0.04,0.03,0.04,Matches
758,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,6,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0,2,12,0,0,0,0,0,0.066666667,0,0.066666667,0.066666667,0.133333333,Matches
759,Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
760,Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,15,13,1269,14.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
761,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
762,Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,Matches
763,Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,33,30,2424,26.9,5,4,9,5,0,0,3,0,7,7,3.2,10.2,83,69,167,0.185873606,0.148698885,0.334572491,0.185873606,0.334572491,0.260223048,0.118959108,0.379182156,0.260223048,0.379182156,Matches
764,Dodô,BRA,DF,Fiorentina,Serie A,23,1998,33,28,2331,25.9,1,3,4,1,0,0,5,1,0.7,0.7,2.2,2.9,72,141,104,0.038610039,0.115830116,0.154440154,0.038610039,0.154440154,0.027027027,0.084942085,0.111969112,0.027027027,0.111969112,Matches
765,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,25,25,2216,24.6,5,1,6,5,0,0,0,0,1.9,1.9,0.4,2.3,15,73,21,0.203252033,0.040650407,0.243902439,0.203252033,0.243902439,0.077235772,0.016260163,0.093495935,0.077235772,0.093495935,Matches
766,Matt Doherty,IRL,"DF,MF","Tottenham,Atlético Madrid","Premier League,La Liga",30,1992,14,7,685,7.6,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1,16,20,58,0.131578947,0,0.131578947,0.131578947,0.131578947,0.105263158,0.039473684,0.144736842,0.105263158,0.131578947,Matches
768,Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,22,15,1354,15,2,3,5,2,0,0,1,0,1.8,1.8,1.2,3,41,27,61,0.133333333,0.2,0.333333333,0.133333333,0.333333333,0.12,0.08,0.2,0.12,0.2,Matches
769,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,29,13,1291,14.3,6,2,8,6,0,0,0,0,2.7,2.7,4.9,7.5,101,71,156,0.41958042,0.13986014,0.559440559,0.41958042,0.559440559,0.188811189,0.342657343,0.531468531,0.188811189,0.524475524,Matches
770,Kasper Dolberg,DEN,FW,"Sevilla,Hoffenheim","La Liga,Bundesliga",24,1997,17,6,599,6.7,1,1,2,1,0,0,0,0,0.5,0.5,0.8,1.3,6,6,29,0.149253731,0.149253731,0.298507463,0.149253731,0.298507463,0.074626866,0.119402985,0.194029851,0.074626866,0.194029851,Matches
772,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
773,Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,31,26,2300,25.6,3,2,5,3,0,0,10,0,2.6,2.6,2.9,5.4,39,147,84,0.1171875,0.078125,0.1953125,0.1171875,0.1953125,0.1015625,0.11328125,0.21484375,0.1015625,0.2109375,Matches
774,John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,14,13,1092,12.1,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,3,23,2,0,0,0,0,0,0.008264463,0.008264463,0.016528926,0.008264463,0.016528926,Matches
775,Giulio Donati,ITA,DF,Monza,Serie A,32,1990,8,4,422,4.7,1,0,1,1,0,0,4,2,0.4,0.4,0.1,0.5,4,21,8,0.212765957,0,0.212765957,0.212765957,0.212765957,0.085106383,0.021276596,0.106382979,0.085106383,0.106382979,Matches
776,Kyliane Dong,FRA,"MF,FW",Troyes,Ligue 1,17,2004,6,2,213,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,4,18,0,0,0,0,0,0.041666667,0.083333333,0.125,0.041666667,0.125,Matches
777,Jordan Dongmo,CMR,MF,Troyes,Ligue 1,21,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
778,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,38,38,3409,37.9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
779,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,11,5,483,5.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,14,0,0,0,0,0,0,0,0.018518519,0.018518519,0,0.018518519,Matches
780,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,24,1997,38,38,3409,37.9,3,0,3,3,0,0,5,0,5.1,5.1,0.3,5.3,18,153,16,0.079155673,0,0.079155673,0.079155673,0.079155673,0.134564644,0.007915567,0.142480211,0.134564644,0.139841689,Matches
781,Jodel Dossou,BEN,"MF,DF",Clermont Foot,Ligue 1,30,1992,9,2,258,2.9,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,8,6,23,0.344827586,0,0.344827586,0.344827586,0.344827586,0.137931034,0.068965517,0.206896552,0.137931034,0.206896552,Matches
782,Lohann Doucet,FRA,"MF,FW",Nantes,Ligue 1,19,2002,9,0,91,1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,9,1,0,0,0,0,0,0.1,0.2,0.3,0.1,0.2,Matches
783,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29,1993,25,17,1533,17,5,2,7,5,0,0,6,1,2.4,2.4,2.2,4.6,23,38,66,0.294117647,0.117647059,0.411764706,0.294117647,0.411764706,0.141176471,0.129411765,0.270588235,0.141176471,0.270588235,Matches
784,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,22,2000,34,34,2769,30.8,0,3,3,0,0,0,10,1,1.4,1.4,1.9,3.4,18,140,17,0,0.097402597,0.097402597,0,0.097402597,0.045454545,0.061688312,0.107142857,0.045454545,0.11038961,Matches
785,Ckene Doucouré,COM,"FW,MF",Lorient,Ligue 1,20,2002,12,0,136,1.5,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.3,5,5,20,0,0.666666667,0.666666667,0,0.666666667,0.466666667,0.4,0.866666667,0.466666667,0.866666667,Matches
786,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,17,2005,26,11,1115,12.4,3,1,4,3,0,0,5,0,1.6,1.6,1.5,3.1,39,57,83,0.241935484,0.080645161,0.322580645,0.241935484,0.322580645,0.129032258,0.120967742,0.25,0.129032258,0.25,Matches
787,Guela Doué,FRA,"FW,MF",Rennes,Ligue 1,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
788,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,19,2003,28,25,2297,25.5,1,1,2,1,0,0,5,0,0.3,0.3,0.4,0.7,27,99,20,0.039215686,0.039215686,0.078431373,0.039215686,0.078431373,0.011764706,0.015686275,0.02745098,0.011764706,0.02745098,Matches
789,Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,26,13,1155,12.8,2,2,4,1,1,1,0,0,3.7,2.9,2.9,5.8,29,85,82,0.15625,0.15625,0.3125,0.078125,0.234375,0.2890625,0.2265625,0.515625,0.2265625,0.453125,Matches
790,Souleyman Doumbia,CIV,"DF,FW",Angers,Ligue 1,25,1996,24,21,1790,19.9,0,0,0,0,0,0,2,1,1,1,1.6,2.6,52,58,95,0,0,0,0,0,0.050251256,0.08040201,0.130653266,0.050251256,0.130653266,Matches
791,Flynn Downes,ENG,MF,West Ham,Premier League,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,3,22,11,0,0,0,0,0,0.047058824,0.011764706,0.058823529,0.047058824,0.058823529,Matches
792,Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
793,Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,34,34,2946,32.7,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0.03058104,0.03058104,0,0.03058104,0,0.003058104,0.003058104,0,0.003058104,Matches
794,Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Matches
795,Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,18,16,1128,12.5,3,2,5,3,0,0,2,0,1.6,1.6,1.7,3.2,14,15,42,0.24,0.16,0.4,0.24,0.4,0.128,0.136,0.264,0.128,0.256,Matches
796,Dominick Drexler,GER,"MF,FW",Schalke 04,Bundesliga,32,1990,27,16,1366,15.2,4,3,7,4,0,0,3,1,2.4,2.4,2.1,4.5,17,52,69,0.263157895,0.197368421,0.460526316,0.263157895,0.460526316,0.157894737,0.138157895,0.296052632,0.157894737,0.296052632,Matches
797,Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,31,30,2657,29.5,0,2,2,0,0,0,11,1,1.3,1.3,0.8,2.1,6,63,0,0,0.06779661,0.06779661,0,0.06779661,0.044067797,0.027118644,0.071186441,0.044067797,0.071186441,Matches
798,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
799,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,34,34,2852,31.7,12,6,18,12,0,1,4,0,11.3,10.5,5.5,16,31,58,215,0.378548896,0.189274448,0.567823344,0.378548896,0.567823344,0.356466877,0.173501577,0.529968454,0.331230284,0.504731861,Matches
800,Ondrej Duda,SVK,MF,"Hellas Verona,Köln","Serie A,Bundesliga",27,1994,28,20,1750,19.5,0,0,0,0,0,0,8,0,1.5,1.5,1,2.5,27,84,55,0,0,0,0,0,0.076923077,0.051282051,0.128205128,0.076923077,0.128205128,Matches
802,Shane Duffy,IRL,"DF,FW",Fulham,Premier League,30,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,1,0,1,1,1,Matches
803,Rémy Dugimont,FRA,"FW,MF",Auxerre,Ligue 1,36,1986,11,0,113,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,2,8,12,0,0.769230769,0.769230769,0,0.769230769,0.076923077,0.230769231,0.307692308,0.076923077,0.307692308,Matches
804,Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,34,25,2218,24.6,1,4,5,1,0,0,4,0,3.6,3.6,4.9,8.5,62,59,172,0.040650407,0.162601626,0.203252033,0.040650407,0.203252033,0.146341463,0.199186992,0.345528455,0.146341463,0.345528455,Matches
805,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,25,13,1103,12.3,1,0,1,1,0,0,3,0,0.5,0.5,0.6,1.1,18,70,30,0.081300813,0,0.081300813,0.081300813,0.081300813,0.040650407,0.048780488,0.089430894,0.040650407,0.089430894,Matches
806,Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36,36,3239,36,1,0,1,1,0,0,4,0,1.7,1.7,1,2.7,19,158,5,0.027777778,0,0.027777778,0.027777778,0.027777778,0.047222222,0.027777778,0.075,0.047222222,0.075,Matches
807,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
808,Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,18,2003,12,0,136,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,4,4,13,0,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
809,Pablo Durán,ESP,"MF,DF",Celta Vigo,La Liga,21,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
810,Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,4,1,4,0,0,0,0,0,0,1,1,0,1,Matches
811,Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,30,12,1385,15.4,1,1,2,1,0,1,5,0,4.4,3.6,1.1,4.7,9,19,67,0.064935065,0.064935065,0.12987013,0.064935065,0.12987013,0.285714286,0.071428571,0.357142857,0.233766234,0.305194805,Matches
812,Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,25,1997,34,27,2515,27.9,0,0,0,0,0,0,2,0,0.4,0.4,0.8,1.2,80,149,134,0,0,0,0,0,0.014336918,0.028673835,0.043010753,0.014336918,0.043010753,Matches
813,Paulo Dybala,ARG,"MF,FW",Roma,Serie A,28,1993,25,21,1739,19.3,12,6,18,7,5,5,5,0,9.3,5.3,6.9,12.2,56,75,109,0.621761658,0.310880829,0.932642487,0.362694301,0.67357513,0.481865285,0.357512953,0.839378238,0.274611399,0.632124352,Matches
814,Edin Džeko,BIH,FW,Inter,Serie A,36,1986,33,18,1732,19.2,9,3,12,9,0,0,3,0,9.7,9.7,3.2,13,32,67,150,0.46875,0.15625,0.625,0.46875,0.625,0.505208333,0.166666667,0.671875,0.505208333,0.677083333,Matches
815,Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,Premier League,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,Matches
816,Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,27,17,22,0,0.217391304,0.217391304,0,0.217391304,0.043478261,0.195652174,0.239130435,0.043478261,0.239130435,Matches
817,Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,11,51,20,0,0,0,0,0,0.009708738,0,0.009708738,0.009708738,0.009708738,Matches
818,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,26,22,1923,21.4,2,4,6,2,0,0,0,0,3.1,3.1,1.9,5,31,41,42,0.093457944,0.186915888,0.280373832,0.093457944,0.280373832,0.144859813,0.088785047,0.23364486,0.144859813,0.23364486,Matches
819,Ederson,BRA,GK,Manchester City,Premier League,28,1993,35,35,3150,35,0,1,1,0,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0.028571429,0.028571429,0,0.028571429,0,0.005714286,0.005714286,0,0.005714286,Matches
820,Éderson,BRA,MF,Atalanta,Serie A,23,1999,35,25,2215,24.6,1,1,2,1,0,0,4,0,2,2,2.3,4.2,37,93,62,0.040650407,0.040650407,0.081300813,0.040650407,0.081300813,0.081300813,0.093495935,0.174796748,0.081300813,0.170731707,Matches
821,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,35,20,1803,20,5,2,7,5,0,0,3,0,4.2,4.2,1.2,5.4,29,32,100,0.25,0.1,0.35,0.25,0.35,0.21,0.06,0.27,0.21,0.27,Matches
822,Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.9,0.9,0.4,1.3,26,13,39,0,0,0,0,0,0.142857143,0.063492063,0.206349206,0.142857143,0.206349206,Matches
823,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,31,27,2451,27.2,1,2,3,1,0,0,6,0,0.9,0.9,1.7,2.6,20,93,46,0.036764706,0.073529412,0.110294118,0.036764706,0.110294118,0.033088235,0.0625,0.095588235,0.033088235,0.095588235,Matches
824,Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0,0,0,0,0,0.148148148,0.148148148,0.296296296,0.148148148,0.259259259,Matches
825,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,25,10,967,10.7,1,1,2,1,0,0,6,0,1,1,0.6,1.7,8,61,7,0.093457944,0.093457944,0.186915888,0.093457944,0.186915888,0.093457944,0.056074766,0.14953271,0.093457944,0.158878505,Matches
826,Kingsley Ehizibue,NED,DF,"Udinese,Köln","Serie A,Bundesliga",27,1995,28,17,1596,17.8,2,0,2,2,0,0,7,0,2,2,0.9,3,30,42,72,0.112359551,0,0.112359551,0.112359551,0.112359551,0.112359551,0.050561798,0.162921348,0.112359551,0.168539326,Matches
828,Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
829,Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38,39,67,0,0.303030303,0.303030303,0,0.303030303,0.151515152,0.131313131,0.282828283,0.151515152,0.272727273,Matches
830,Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,31,18,1734,19.3,0,2,2,0,0,0,6,1,2.9,2.9,1.6,4.4,15,80,35,0,0.103626943,0.103626943,0,0.103626943,0.150259067,0.082901554,0.233160622,0.150259067,0.227979275,Matches
831,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,25,12,1155,12.8,3,4,7,3,0,0,0,0,3.7,3.7,1.6,5.3,23,23,84,0.234375,0.3125,0.546875,0.234375,0.546875,0.2890625,0.125,0.4140625,0.2890625,0.4140625,Matches
832,Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
