Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,ADWon,ADLost,ADWonp
1627,Ruslan Malinovskyi,UKR,"MF,FW","Atalanta,Marseille","Serie A,Ligue 1",29,1993,19.7,6,0,0,39,29,1,61,8,19,0,0,0,130,20,31,39.21568627450981
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24.0,6,1,1,44,23,6,67,24,29,0,1,0,124,52,46,53.06122448979592
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,0,0,0,2,0,0,0,2,2,0,0,0,5,1,1,50.0
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38.0,3,0,0,1,3,0,0,1,0,0,1,0,61,8,1,88.88888888888889
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,7,0,0,39,25,2,28,46,19,0,1,0,112,58,26,69.04761904761905
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,1,0,0,2,3,0,0,0,0,0,2,0,55,6,1,85.71428571428571
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,4,0,0,32,30,0,16,30,43,0,0,0,129,29,20,59.183673469387756
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,1,0,0,16,10,4,2,21,10,0,0,0,62,20,19,51.28205128205128
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,8,0,0,31,18,1,74,16,24,0,0,0,121,35,23,60.3448275862069
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,2,0,0,16,24,21,22,0,5,1,0,0,42,22,18,55.00000000000001
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,3,0,0,22,23,0,6,23,20,0,0,0,88,11,9,55.00000000000001
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,4,1,0,24,13,0,79,24,17,0,0,0,94,20,24,45.45454545454545
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,1,0,0,0,1,0,0,0,0,0,0,0,16,3,0,100.0
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,0,0,0,0,0,0,1,1,2,0,0,0,6,0,0,
1643,Myziane Maolida,FRA,"MF,FW","Reims,Hertha BSC","Ligue 1,Bundesliga",23,1999,3.7,0,0,0,6,1,1,5,2,4,0,0,0,20,1,1,50.0
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,0,0,0,32,31,2,81,20,32,0,0,0,83,13,12,52.0
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,1,0,0,20,6,3,1,1,10,0,0,0,25,25,40,38.46153846153847
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,2,0,0,5,6,0,0,6,2,0,0,0,16,8,4,66.66666666666666
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,2,0,0,46,39,12,155,24,31,0,0,0,125,29,38,43.28358208955223
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19.0,2,0,0,0,4,0,0,0,0,0,0,0,22,3,0,100.0
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,7,0,0,29,36,1,6,19,26,1,0,0,168,5,13,27.77777777777778
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,1,0,0,7,0,1,18,2,2,0,0,0,7,5,2,71.42857142857143
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,5,0,0,24,31,0,6,23,16,0,2,0,110,47,24,66.19718309859155
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,7,0,0,43,16,2,130,29,33,0,0,1,198,25,23,52.083333333333336
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1.0,1,0,0,3,2,2,0,0,0,0,0,0,4,2,3,40.0
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,4,0,0,6,7,0,1,5,7,0,0,0,38,5,7,41.66666666666667
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,4,0,0,31,9,1,1,31,19,0,0,0,131,59,27,68.6046511627907
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,9,0,0,19,8,0,0,24,25,0,1,0,141,49,24,67.12328767123287
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,2,0,0,3,0,1,0,0,0,0,0,0,4,5,3,62.5
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4.0,1,0,0,12,2,0,3,4,5,0,0,0,20,4,7,36.36363636363637
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,7,0,0,31,21,1,140,14,22,0,1,0,148,16,17,48.484848484848484
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24.0,6,1,1,26,7,0,1,38,26,0,3,1,131,48,40,54.54545454545454
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,7,1,0,23,5,1,5,18,21,0,0,1,71,40,21,65.57377049180327
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,2,0,0,29,32,13,25,5,10,0,0,0,0,0,0,
1667,Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1668,Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,4,0,0,14,10,0,1,23,25,0,0,1,155,35,27,56.451612903225815
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,0,0,0,1,2,0,0,0,0,0,0,0,8,4,5,44.44444444444444
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,6,0,0,40,27,0,20,33,41,0,0,0,154,57,51,52.77777777777778
1671,Roger Martí,ESP,FW,"Elche,Cádiz",La Liga,31,1991,14.399999999999999,3,0,0,42,26,12,5,3,6,0,0,0,49,16,35,31.372549019607842
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,0,0,0,8,14,7,4,1,3,1,0,0,20,10,17,37.03703703703704
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,3,0,0,28,12,2,145,15,27,0,0,0,104,1,13,7.142857142857142
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,0,0,0,2,0,0,4,0,2,0,0,0,5,1,3,25.0
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,1,0,0,5,3,0,11,1,2,0,0,0,16,5,2,71.42857142857143
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,1,0,0,2,0,1,2,1,2,0,0,0,3,0,0,
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,2,0,0,18,13,3,18,9,7,1,0,0,81,12,16,42.857142857142854
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,2,0,0,9,5,0,3,7,7,0,0,0,24,8,3,72.72727272727273
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31.0,3,0,0,39,37,8,113,9,18,0,0,0,103,14,63,18.181818181818183
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,11,0,0,36,66,6,60,25,45,0,1,0,171,32,25,56.14035087719298
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,7,0,0,1,6,0,0,1,0,0,1,1,41,13,0,100.0
1683,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,14.9,1,0,0,13,10,3,5,18,8,0,0,0,92,26,19,57.77777777777777
1684,Lautaro Martínez,ARG,FW,Inter,Serie A,24,1997,28.6,3,0,0,46,63,13,14,13,14,1,0,0,95,40,42,48.78048780487805
1685,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,24,1998,23.5,6,0,0,21,10,0,0,33,28,0,0,0,164,32,31,50.79365079365079
1686,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26,1996,24.1,6,0,0,21,25,1,4,48,48,0,0,0,167,76,36,67.85714285714286
1687,Roger Martínez,ESP,DF,Espanyol,La Liga,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1688,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,27,1995,3.8,0,0,0,6,4,2,5,3,8,0,0,0,25,2,7,22.22222222222222
1689,Adam Marušić,MNE,DF,Lazio,Serie A,29,1992,30.7,8,1,0,22,14,1,17,38,30,0,0,0,175,29,25,53.70370370370371
1690,Omar Mascarell,ESP,"MF,DF",Elche,La Liga,29,1993,27.2,6,0,0,21,17,0,22,45,26,0,0,0,157,27,21,56.25
1691,Adam Masina,MAR,DF,Udinese,Serie A,28,1994,8.8,2,0,0,11,1,0,10,10,7,0,1,0,44,26,11,70.27027027027027
1692,Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,27.9,4,0,0,0,5,0,0,1,0,0,0,0,31,6,2,75.0
1693,Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,23,1998,24.2,3,0,0,24,5,0,2,27,31,0,1,1,146,46,54,46.0
1694,Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21,2001,12.4,3,0,0,16,23,1,2,14,15,1,0,0,59,6,16,27.27272727272727
1695,Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,19,2002,0.7,0,0,0,0,1,0,0,2,1,0,0,0,11,2,2,50.0
1696,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,33,1988,4.9,5,0,0,17,7,4,9,3,10,0,0,0,27,10,15,40.0
1697,Pape Matar Sarr,SEN,"MF,FW",Tottenham,Premier League,19,2002,2.4,1,0,0,4,3,0,0,6,6,0,1,0,22,3,5,37.5
1698,Eliot Matazo,BEL,MF,Monaco,Ligue 1,20,2002,13.1,2,0,0,18,12,0,2,15,12,0,1,0,86,10,18,35.714285714285715
1699,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,25,1997,8.6,3,0,0,16,8,8,3,3,1,0,0,0,23,26,44,37.142857142857146
1700,Nemanja Matić,SRB,MF,Roma,Serie A,33,1988,20.6,5,0,0,19,17,1,12,25,27,0,0,0,171,19,14,57.57575757575758
1701,Joël Matip,CMR,DF,Liverpool,Premier League,30,1991,12.1,3,0,0,10,5,1,1,21,8,0,0,1,78,25,23,52.083333333333336
1702,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,20.7,1,0,0,19,11,0,20,23,23,0,0,0,120,32,24,57.14285714285714
1703,Chrislain Matsima,FRA,"DF,MF","Lorient,Monaco",Ligue 1,20,2002,7.5,0,0,0,4,3,0,2,11,6,0,0,0,41,20,9,68.96551724137932
1705,Jean Mattéo Bahoya,FRA,"FW,MF",Angers,Ligue 1,17,2005,3.0,0,0,0,4,7,0,2,0,3,0,0,0,14,2,5,28.57142857142857
1706,Azor Matusiwa,NED,MF,Reims,Ligue 1,24,1998,27.6,4,0,0,43,33,0,4,46,41,0,0,0,235,32,35,47.76119402985074
1707,Neal Maupay,FRA,FW,Everton,Premier League,25,1996,12.4,4,0,0,14,21,1,3,5,5,0,0,0,26,15,48,23.809523809523807
1708,Aïman Maurer,MAR,MF,Clermont Foot,Ligue 1,17,2004,5.6,0,0,0,5,15,2,19,3,1,0,0,0,21,3,7,30.0
1709,Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,24,1998,14.3,1,1,0,20,18,3,10,4,19,0,0,0,59,10,22,31.25
1710,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,24,1997,25.4,9,1,1,24,23,1,6,63,27,0,0,0,183,81,34,70.43478260869566
1711,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,17,2005,1.1,1,0,0,2,2,0,1,3,0,0,1,0,3,1,1,50.0
1712,Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,28,1993,7.7,1,0,0,6,2,1,60,3,9,0,0,0,31,5,6,45.45454545454545
1713,Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,33,1989,12.4,0,0,0,4,7,11,3,0,7,0,0,0,28,18,21,46.15384615384615
1714,Luís Maximiano,POR,GK,Lazio,Serie A,23,1999,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
1715,Keke Maximilian Topp,GER,FW,Schalke 04,Bundesliga,18,2004,0.2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,100.0
1716,Fernand Mayembo,CGO,DF,Ajaccio,Ligue 1,26,1996,7.9,1,0,0,9,15,0,0,11,5,1,0,0,50,15,5,75.0
1717,Borja Mayoral,ESP,FW,Getafe,La Liga,25,1997,30.7,4,0,0,16,38,11,37,3,4,1,0,0,105,36,84,30.0
1718,Ibrahim Maza,GER,"MF,FW",Hertha BSC,Bundesliga,16,2005,0.8,0,0,0,1,2,0,0,0,1,0,0,0,2,0,2,0.0
1719,Derek Mazou-Sacko,FRA,MF,Troyes,Ligue 1,17,2004,0.2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,100.0
1720,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,24,1997,11.9,0,0,0,16,11,3,22,10,21,0,1,0,46,17,16,51.515151515151516
1721,Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,27,1995,21.8,2,0,0,27,17,5,90,10,18,1,0,0,129,12,14,46.15384615384615
1722,Kevin Mbabu,SUI,"DF,FW",Fulham,Premier League,27,1995,1.6,1,0,0,4,0,0,7,3,2,0,0,0,6,2,6,25.0
1723,Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1724,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,23,1998,31.3,6,0,0,19,40,33,47,5,4,1,0,0,54,8,5,61.53846153846154
1725,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,24,1998,8.4,2,0,0,6,2,4,0,7,7,0,1,0,31,26,20,56.52173913043478
1726,Chancel Mbemba,COD,DF,Marseille,Ligue 1,27,1994,31.7,2,0,0,19,19,0,40,42,26,1,0,0,165,72,35,67.28971962616822
1727,Bryan Mbeumo,CMR,FW,Brentford,Premier League,22,1999,32.3,5,0,0,27,23,6,156,13,18,0,0,0,135,35,63,35.714285714285715
1728,Jason Mbock,FRA,"MF,FW",Angers,Ligue 1,22,1999,0.3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,
1729,Jean-Manuel Mbom,GER,MF,Werder Bremen,Bundesliga,22,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.0
1730,Nathanael Mbuku,FRA,"FW,MF","Reims,Augsburg","Ligue 1,Bundesliga",20,2002,1.1,0,0,0,0,7,0,3,0,1,0,0,0,9,0,2,0.0
1732,James McArthur,SCO,MF,Crystal Palace,Premier League,34,1987,0.6,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,
1733,Alex McCarthy,ENG,GK,Southampton,Premier League,32,1989,6.0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,100.0
1734,John McGinn,SCO,"MF,FW",Aston Villa,Premier League,27,1994,29.9,7,0,0,41,66,0,50,24,36,2,0,0,176,22,21,51.162790697674424
1735,Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,25,1996,17.5,4,0,0,8,4,0,2,12,7,0,1,0,68,36,23,61.016949152542374
1736,Weston McKennie,USA,MF,"Leeds United,Juventus","Premier League,Serie A",23,1998,27.7,7,0,0,34,12,4,24,33,18,0,0,0,138,37,39,48.68421052631579
1738,Dwight McNeil,ENG,"FW,MF",Everton,Premier League,22,1999,27.8,5,0,0,22,21,1,194,31,41,1,0,0,175,14,18,43.75
1739,Scott McTominay,SCO,MF,Manchester Utd,Premier League,25,1996,12.9,8,0,0,28,16,0,4,14,19,0,1,0,78,34,23,59.64912280701754
1740,Gary Medel,CHI,"MF,DF",Bologna,Serie A,34,1987,16.4,5,0,0,19,16,0,4,28,15,0,0,0,141,15,15,50.0
1741,Facundo Medina,ARG,DF,Lens,Ligue 1,23,1999,30.9,7,0,0,34,18,0,22,26,20,0,0,0,212,37,43,46.25
1742,Fernando Medrano,ESP,DF,Celta Vigo,La Liga,22,2000,0.1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,
1743,Ben Mee,ENG,DF,Brentford,Premier League,32,1989,36.3,2,0,0,14,15,1,7,48,24,0,0,0,199,131,98,57.20524017467249
1744,Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,16.7,5,0,0,16,12,1,0,16,8,0,0,0,76,30,35,46.15384615384615
1745,Soualiho Meïté,FRA,MF,Cremonese,Serie A,28,1994,26.3,5,0,0,27,47,0,9,27,31,0,0,0,174,28,17,62.22222222222222
1746,Farid El Melali,ALG,"DF,FW",Angers,Ligue 1,25,1997,9.0,1,0,0,13,15,2,16,8,12,0,0,0,53,2,9,18.181818181818183
1747,Gonzalo Melero,ESP,MF,Almería,La Liga,28,1994,20.6,5,0,0,24,30,3,2,7,16,0,0,0,96,14,17,45.16129032258064
1748,Birger Meling,NOR,DF,Rennes,Ligue 1,27,1994,13.4,3,1,0,20,16,2,18,23,15,0,0,0,71,12,16,42.857142857142854
1749,Memphis,NED,FW,"Barcelona,Atlético Madrid",La Liga,28,1994,4.3,1,0,0,2,8,1,9,0,1,0,0,0,10,1,7,12.5
1751,Houboulang Mendes,GNB,DF,Almería,La Liga,24,1998,9.8,2,0,0,13,4,0,31,7,11,0,1,0,37,1,1,50.0
1752,Nuno Mendes,POR,DF,Paris S-G,Ligue 1,20,2002,17.2,2,0,0,25,34,5,30,17,30,0,0,0,98,10,6,62.5
1753,Pedro Mendes,POR,DF,Montpellier,Ligue 1,31,1990,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0
1754,Thiago Mendes,BRA,"MF,DF",Lyon,Ligue 1,30,1992,22.9,3,0,0,24,24,0,6,47,27,0,1,0,145,34,20,62.96296296296296
1755,Brais Méndez,ESP,MF,Real Sociedad,La Liga,25,1997,26.7,6,0,0,60,54,2,125,12,34,0,0,0,127,25,29,46.2962962962963
1756,Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,18,2003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0
1757,Antoine Mendy,FRA,DF,Nice,Ligue 1,18,2004,5.8,0,0,0,9,3,2,13,2,13,0,0,0,37,7,11,38.88888888888889
1758,Arial Mendy,SEN,DF,Clermont Foot,Ligue 1,27,1994,2.5,0,0,0,1,7,1,10,4,2,0,1,0,14,5,4,55.55555555555556
1759,Batista Mendy,FRA,"MF,DF",Angers,Ligue 1,22,2000,31.8,8,1,1,67,42,1,9,21,30,0,1,0,193,27,13,67.5
1760,Edouard Mendy,SEN,GK,Chelsea,Premier League,30,1992,9.5,1,0,0,0,2,0,0,0,0,0,0,0,15,3,0,100.0
1761,Ferland Mendy,FRA,DF,Real Madrid,La Liga,27,1995,15.0,2,0,0,4,18,0,7,14,12,0,0,0,77,7,8,46.666666666666664
1762,Nampalys Mendy,SEN,MF,Leicester City,Premier League,30,1992,8.4,1,0,0,9,10,0,1,13,9,0,0,0,46,4,6,40.0
1763,Gideon Mensah,GHA,DF,Auxerre,Ligue 1,24,1998,25.1,5,0,0,29,18,1,67,38,44,0,1,0,246,21,20,51.21951219512195
1764,Chris Mepham,WAL,DF,Bournemouth,Premier League,24,1997,24.4,7,0,0,16,7,0,0,30,22,0,0,2,85,53,31,63.095238095238095
1765,Jorge Meré,ESP,DF,Cádiz,La Liga,25,1997,6.7,0,0,0,1,3,0,0,6,7,0,0,0,27,15,8,65.21739130434783
1766,Alex Meret,ITA,GK,Napoli,Serie A,25,1997,34.0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,100.0
1767,Mikel Merino,ESP,MF,Real Sociedad,La Liga,26,1996,27.7,5,1,0,74,48,4,25,20,49,0,0,0,218,112,59,65.49707602339181
1768,Quentin Merlin,FRA,DF,Nantes,Ligue 1,20,2002,19.9,2,0,0,12,14,0,113,24,19,0,0,0,112,16,15,51.61290322580645
1769,Yıldırım Mert Çetin,TUR,DF,Lecce,Serie A,25,1997,0.2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,
1770,Roque Mesa,ESP,MF,Valladolid,La Liga,33,1989,18.0,11,1,1,38,25,1,12,13,15,0,1,0,145,11,23,32.35294117647059
1771,Illan Meslier,FRA,GK,Leeds United,Premier League,22,2000,34.0,3,0,0,1,5,0,0,1,1,0,0,0,34,10,3,76.92307692307693
1772,Lionel Messi,ARG,"FW,MF",Paris S-G,Ligue 1,35,1987,31.5,0,0,0,8,36,6,91,2,18,0,0,0,75,1,3,25.0
1773,Junior Messias,BRA,"FW,DF",Milan,Serie A,31,1991,16.6,3,0,0,24,24,1,25,7,18,0,0,0,69,25,41,37.878787878787875
1774,Amine Messoussa,FRA,FW,Lille,Ligue 1,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1775,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,30,1991,6.5,2,0,0,12,4,1,16,9,7,0,0,0,44,7,3,70.0
1776,Alexander Meyer,GER,GK,Dortmund,Bundesliga,31,1991,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0
1777,Sven Michel,GER,"FW,MF",Union Berlin,Bundesliga,32,1990,5.5,2,0,0,13,4,4,17,0,5,0,0,0,29,25,46,35.2112676056338
1778,Alex Mighten,ENG,FW,Nott'ham Forest,Premier League,20,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1779,Tommaso Milanese,ITA,MF,Cremonese,Serie A,20,2002,0.3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0
1780,Nikola Milenković,SRB,DF,Fiorentina,Serie A,24,1997,23.7,4,0,0,39,21,0,0,22,25,0,0,1,127,73,30,70.87378640776699
1781,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,16,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1782,Arkadiusz Milik,POL,FW,"Juventus,Marseille","Serie A,Ligue 1",28,1994,19.0,4,1,1,31,30,9,6,1,9,1,1,0,44,38,63,37.62376237623762
1784,Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,27,1995,33.6,10,0,0,45,72,2,29,28,35,0,0,0,168,96,71,57.48502994011976
1785,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,25,1997,38.0,4,0,0,0,4,0,0,1,1,0,0,0,64,12,2,85.71428571428571
1786,Éder Militão,BRA,DF,Real Madrid,La Liga,24,1998,30.0,4,0,0,35,38,1,12,42,32,1,1,0,159,64,34,65.3061224489796
1787,Luka Milivojević,SRB,MF,Crystal Palace,Premier League,31,1991,5.7,2,0,0,15,3,0,6,12,7,0,0,0,34,6,9,40.0
1788,Luis Milla,ESP,MF,Getafe,La Liga,27,1994,20.6,6,1,1,29,22,1,75,32,30,0,1,0,149,17,19,47.22222222222222
1789,Pere Milla,ESP,"FW,MF",Elche,La Liga,29,1992,20.5,7,0,0,19,44,13,14,9,20,1,0,0,97,28,33,45.90163934426229
1790,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,20,2002,9.9,3,0,0,16,19,1,23,12,16,0,1,0,46,8,15,34.78260869565217
1791,James Milner,ENG,"MF,DF",Liverpool,Premier League,36,1986,10.1,2,0,0,16,15,0,52,12,16,0,0,0,64,13,14,48.148148148148145
1792,Marko Milovanović,SRB,FW,Almería,La Liga,18,2003,0.2,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,62.5
1793,Kim Min-jae,KOR,DF,Napoli,Serie A,25,1996,33.9,5,0,0,30,7,0,6,41,30,0,0,0,211,91,54,62.758620689655174
1794,Yerry Mina,COL,DF,Everton,Premier League,27,1994,6.6,2,0,0,6,10,0,1,6,8,0,0,0,31,19,15,55.88235294117647
1795,Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,27,1995,8.0,2,0,0,20,10,4,31,6,8,1,0,0,42,7,7,50.0
1796,Tyrone Mings,ENG,DF,Aston Villa,Premier League,29,1993,35.0,7,0,0,18,22,3,3,54,7,1,0,1,174,61,24,71.76470588235294
1797,Óscar Mingueza,ESP,DF,Celta Vigo,La Liga,23,1999,14.3,2,0,0,19,8,1,29,12,21,0,2,0,90,8,8,50.0
1798,Rafa Mir,ESP,FW,Sevilla,La Liga,25,1997,14.4,1,0,0,23,11,18,6,4,2,0,0,0,42,37,42,46.835443037974684
1799,Aleksei Miranchuk,RUS,MF,Torino,Serie A,26,1995,23.2,0,0,0,9,22,1,30,2,5,1,0,0,92,10,21,32.25806451612903
1800,Juan Miranda,ESP,DF,Betis,La Liga,22,2000,16.4,1,1,0,15,20,1,73,20,16,0,1,0,78,21,17,55.26315789473685
1801,Antonio Mirante,ITA,GK,Milan,Serie A,39,1983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1802,Fabio Miretti,ITA,"MF,FW",Juventus,Serie A,18,2003,13.7,2,0,0,24,27,4,28,4,11,1,0,0,74,10,20,33.33333333333333
1803,Filippo Missori,ITA,DF,Roma,Serie A,18,2004,2.0,1,0,0,4,0,0,2,3,3,0,0,0,7,2,2,50.0
1804,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,22,1999,32.1,5,1,0,33,10,2,70,42,49,0,1,0,186,25,26,49.01960784313725
1805,Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,25,1997,25.8,0,0,0,29,27,6,41,17,27,1,0,0,120,18,19,48.64864864864865
1806,Aleksandar Mitrović,SRB,FW,Fulham,Premier League,27,1994,22.3,7,0,0,34,40,14,4,3,7,2,0,0,55,100,105,48.78048780487805
1807,Stefan Mitrović,SRB,DF,Getafe,La Liga,32,1990,18.7,5,0,0,13,3,0,0,17,6,0,0,0,63,38,16,70.37037037037037
1808,Maximilian Mittelstädt,GER,"DF,MF",Hertha BSC,Bundesliga,25,1997,9.4,5,0,0,13,9,0,39,26,20,0,1,0,84,10,16,38.46153846153847
1809,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,33,1989,22.1,4,0,0,28,28,0,19,21,26,0,0,0,166,9,12,42.857142857142854
1810,Anthony Modeste,FRA,FW,Dortmund,Bundesliga,34,1988,9.0,4,0,0,14,7,6,2,2,4,0,0,0,15,33,37,47.14285714285714
1811,Luka Modrić,CRO,MF,Real Madrid,La Liga,36,1985,19.4,7,0,0,21,16,3,62,10,9,0,0,0,86,11,14,44.0
1812,Terem Moffi,NGA,FW,"Nice,Lorient",Ligue 1,23,1999,30.200000000000003,3,0,0,30,27,9,4,5,11,0,0,0,63,32,74,30.18867924528302
1814,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,24,1997,21.5,1,0,0,43,28,13,10,10,13,1,0,0,48,76,87,46.62576687116564
